route_long_name,route_short_name,agency_id,route_desc,route_type,route_id,route_url,route_color,route_text_color
DĄBROWA GÓRNICZA DWORZEC PKP - DOBIESZOWICE SKRZYŻOWANIE,M103,1,Dąbrowa Górnicza Dworzec PKP - Dąbrowa Górnicza Fabryka Pełna Życia - Sarnów Główna - Psary Urząd Gminy - Psary Remiza - Dobieszowice Skrzyżowanie,3,1016,https://rj.metropoliaztm.pl/rozklady/3-M103,FF00FF,FFFFFF
DĄBROWA GÓRNICZA DWORZEC PKP - RATANICE,242,1,Dąbrowa Górnicza Dworzec PKP - Dąbrowa Górnicza Fabryka Pełna Życia - Ratanice,3,242,https://rj.metropoliaztm.pl/rozklady/3-242,8000FF,FF8080
DĄBROWA GÓRNICZA DWORZEC PKP - RATANICE,641,1,Dąbrowa Górnicza Dworzec PKP - Dąbrowa Górnicza Fabryka Pełna Życia - Ratanice,3,641,https://rj.metropoliaztm.pl/rozklady/3-641,0000FF,FF8080
DĄBROWA GÓRNICZA DWORZEC PKP - SIEWIERZ DOM KULTURY,637,1,Dąbrowa Górnicza Dworzec PKP - Dąbrowa Górnicza Fabryka Pełna Życia - Dąbrowa Górnicza Centrum - Gołonóg Osiedle - Gołonóg Dworzec PKP - Gołonóg Swobodna - Ząbkowice Centrum - Tucznawa Remiza - Chruszczobród Kościół - Gołuchowice Szkoła - Sulików Rzeczna - Siewierz Zamek - Siewierz Rynek - Siewierz Dom Kultury,3,637,https://rj.metropoliaztm.pl/rozklady/3-637,800080,FFFFFF
DĄBROWA GÓRNICZA WODOCIĄGI - TWORZEŃ HUTA KATOWICE,654,1,Dąbrowa Górnicza Wodociągi - Gołonóg Osiedle - Gołonóg Zajezdnia - Tworzeń Huta Katowice,3,654,https://rj.metropoliaztm.pl/rozklady/3-654,FF0000,8080FF
DĄBRÓWKA MAŁA GRZEGORZKA - HALEMBA PĘTLA,177,1,Dąbrówka Mała Grzegorzka - Dąbrówka Mała Ośrodek Zdrowia - Bogucice Kościół - Katowice Chorzowska - Katowice Sokolska - Katowice Sądowa - Katowice Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Osiedle Witosa Centrum - Kochłowice Szyb Radoszowy - Kochłowice Kościół - Halemba 1 Maja - Halemba Solidarności - Halemba Pętla,3,177,https://rj.metropoliaztm.pl/rozklady/3-177,FF00FF,00FFFF
DĄBRÓWKA MAŁA NOWOSAM - PANEWNIKI OWSIANA,657,1,Dąbrówka Mała Nowosam - Dąbrówka Mała Ośrodek Zdrowia - Bogucice Kościół - Katowice Chorzowska - Katowice Sokolska - Katowice Sądowa - Katowice Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Ligota Panewnicka - Panewniki Owsiana,3,657,https://rj.metropoliaztm.pl/rozklady/3-657,000000,00FFFF
GISZOWIEC KOPALNIA STASZIC - KRASOWY PRZEDSZKOLE,223,1,Giszowiec Kopalnia Staszic - Mysłowice Dworzec PKP - Brzęczkowice Kościół - Brzęczkowice Szkoła - Brzęczkowice Ogródki Działkowe - Brzezinka Centrum - Krasowy Przedszkole,3,223,https://rj.metropoliaztm.pl/rozklady/3-223,000000,00FFFF
GISZOWIEC KOPALNIA STASZIC - MICHAŁKOWICE BYTOMSKA,72,1,Giszowiec Kopalnia Staszic - Giszowiec Przyjemna - Nikiszowiec Kościół - Wilhelmina Skrzyżowanie - Szopienice Kościół - Dąbrówka Mała Pod Młynem - Siemianowice Powstańców - Siemianowice Śląska - Michałkowice Urząd Miasta - Michałkowice Plac 11 Listopada - Michałkowice Kościelna - Michałkowice Bytomska,3,72,https://rj.metropoliaztm.pl/rozklady/3-72,000000,
GLIWICE CENTRUM PRZESIADKOWE - GLIWICE CENTRUM PRZESIADKOWE,187,1,Gliwice Centrum Przesiadkowe - Gliwice Dąbrowskiego - Gliwice Radiostacja - Osiedle Obrońców Pokoju - Osiedle Kopernika Myśliwska - Gliwice Centrum Przesiadkowe,3,187,https://rj.metropoliaztm.pl/rozklady/3-187,000000,
GLIWICE CENTRUM PRZESIADKOWE - GLIWICE CENTRUM PRZESIADKOWE,287,1,Gliwice Centrum Przesiadkowe - Osiedle Kopernika Myśliwska - Osiedle Obrońców Pokoju - Gliwice Radiostacja - Gliwice Dąbrowskiego - Gliwice Centrum Przesiadkowe,3,287,https://rj.metropoliaztm.pl/rozklady/3-287,000000,
GLIWICE CENTRUM PRZESIADKOWE - GLIWICE CENTRUM PRZESIADKOWE,58,1,Gliwice Centrum Przesiadkowe - Gliwice Dworcowa - Gliwice Komag - Bojków Dolny Skrzyżowanie - Gierałtowice Kościół - Knurów Remiza - Knurów Centrum Przesiadkowe Szpitalna - Knurów Wojska Polskiego - Bojków Skrzyżowanie - Bojków Dolny Skrzyżowanie - Gliwice Komag - Gliwice Plac Piastów - Gliwice Centrum Przesiadkowe,3,58,https://rj.metropoliaztm.pl/rozklady/3-58,FF0000,
GLIWICE CENTRUM PRZESIADKOWE - GLIWICE CENTRUM PRZESIADKOWE,8,1,Gliwice Centrum Przesiadkowe - Gliwice Dworcowa - Gliwice Komag - Bojków Dolny Skrzyżowanie - Bojków Skrzyżowanie - Knurów Wojska Polskiego - Knurów Centrum Przesiadkowe Szpitalna - Knurów Remiza - Gierałtowice Kościół - Bojków Dolny Skrzyżowanie - Gliwice Komag - Gliwice Plac Piastów - Gliwice Centrum Przesiadkowe,3,8,https://rj.metropoliaztm.pl/rozklady/3-8,FF0000,
GLIWICE CENTRUM PRZESIADKOWE - GLIWICE PORT,202,1,Gliwice Centrum Przesiadkowe - Gliwice Zakład Energetyczny - Gliwice Port,3,202,https://rj.metropoliaztm.pl/rozklady/3-202,000000,
GLIWICE CENTRUM PRZESIADKOWE - KATOWICE DWORZEC,840N,1,Gliwice Centrum Przesiadkowe - Gliwice Dąbrowskiego - Gliwice Zajezdnia - Zabrze Goethego - Zaborze Skargi - Ruda Południowa - Chorzów Teatr Rozrywki - Park Śląski Ogród Zoologiczny - Katowice Chorzowska - Katowice Sokolska - Katowice Dworzec,3,1102,https://rj.metropoliaztm.pl/rozklady/3-840N,000000,00FFFF
GLIWICE CENTRUM PRZESIADKOWE - KATOWICE MICKIEWICZA,6,1,Gliwice Centrum Przesiadkowe - Gliwice Dąbrowskiego - Gliwice Zajezdnia - Zabrze Plac Słowiański - Zabrze Goethego - Zaborze Skargi - Ruda Klary - Ruda Południowa - Czarny Las Stacja Paliw - Nowy Bytom Centrum - Zgoda Centrum Kultury - Świętochłowice Mijanka - Chorzów Dąbrowskiego - Chorzów Teatr Rozrywki - Park Śląski Ogród Zoologiczny - Katowice Chorzowska - Katowice Mickiewicza,3,6,https://rj.metropoliaztm.pl/rozklady/3-6,000000,00FFFF
GLIWICE CENTRUM PRZESIADKOWE - KATOWICE MICKIEWICZA,840,1,Gliwice Centrum Przesiadkowe - Gliwice Dąbrowskiego - Gliwice Zajezdnia - Zabrze Goethego - Zaborze Skargi - Ruda Południowa - Chorzów Teatr Rozrywki - Park Śląski Ogród Zoologiczny - Dąb Kościół - Katowice Chorzowska - Katowice Mickiewicza,3,840,https://rj.metropoliaztm.pl/rozklady/3-840,80FF80,FFFFFF
GLIWICE CENTRUM PRZESIADKOWE - KATOWICE MICKIEWICZA,M1,1,Gliwice Centrum Przesiadkowe - Gliwice Dworcowa - Gliwice Kujawska - Zabrze Rondo Sybiraków - Świętochłowice Polna - Chorzów Racławicka - Katowice Chorzowska - Katowice Aleja Korfantego - Katowice Mickiewicza,3,1011,https://rj.metropoliaztm.pl/rozklady/3-M1,000000,FFFFFF
GLIWICE CENTRUM PRZESIADKOWE - LESZCZYNY CZEREŚNIOWA,194,1,Gliwice Centrum Przesiadkowe - Gliwice Dworcowa - Gliwice Rybnicka - Bojków Auchan - Knurów Wojska Polskiego - Knurów Centrum Przesiadkowe Szpitalna - Knurów Remiza - Krywałd Zacisze - Czuchów Szkoła - Czerwionka Centrum - Przegędza Skrzyżowanie - Leszczyny Skrzyżowanie - Leszczyny Czereśniowa,3,194,https://rj.metropoliaztm.pl/rozklady/3-194,000000,
GLIWICE CENTRUM PRZESIADKOWE - LESZCZYNY CZEREŚNIOWA,694,1,Gliwice Centrum Przesiadkowe - Gliwice Dworcowa - Gliwice Rybnicka - Bojków Auchan - Knurów Centrum Przesiadkowe Szpitalna - Knurów Remiza - Krywałd Zacisze - Krywałd Rybnicka - Czuchów Szkoła - Czerwionka Centrum - Przegędza Skrzyżowanie - Leszczyny Skrzyżowanie - Leszczyny Czereśniowa,3,694,https://rj.metropoliaztm.pl/rozklady/3-694,000000,
GLIWICE CENTRUM PRZESIADKOWE - OSIEDLE WARYŃSKIEGO PĘTLA,692N,1,Gliwice Centrum Przesiadkowe - Gliwice Plac Piastów - Gliwice Jasnogórska - Gliwice Cmentarz Centralny - Osiedle Waryńskiego Pętla,3,1101,https://rj.metropoliaztm.pl/rozklady/3-692N,000000,
GLIWICE CENTRUM PRZESIADKOWE - OSIEDLE WIECZORKA DWORZEC,M16,1,Gliwice Centrum Przesiadkowe - Gliwice Dworcowa - Gliwice Kujawska - Zabrze Rondo Sybiraków - Zabrze Goethego - Karb - Bytom Dworzec - Bytom Zajezdnia - Szarlej Szpital - Piekary Bazylika - Osiedle Wieczorka Dworzec,3,1029,https://rj.metropoliaztm.pl/rozklady/3-M16,000000,FFFFFF
GLIWICE CENTRUM PRZESIADKOWE - PYSKOWICE SZPITALNA,71,1,Gliwice Centrum Przesiadkowe - Osiedle Kopernika Myśliwska - Osiedle Kopernika Oriona - Czechowice Skrzyżowanie - Pyskowice Traugutta I - Pyskowice Plac Wyszyńskiego - Pyskowice Osiedle - Pyskowice Szpitalna,3,71,https://rj.metropoliaztm.pl/rozklady/3-71,000000,80FFFF
GLIWICE CENTRUM PRZESIADKOWE - SIEDLISKA CARGO,M14,1,Gliwice Centrum Przesiadkowe - Żerniki Rogozińskiego - Grzybowice Witosa - Wieszowa Waldhof - Górniki Gospoda - Tarnowskie Góry Gliwicka - Tarnowskie Góry Dworzec - Nakło Śląskie - Świerklaniec Park - Tąpkowice Szkoła - Ożarowice Kościuszki - Ożarowice Urząd Gminy - Pyrzowice Szkoła - Pyrzowice Port Lotniczy (Katowice Airport) - Pyrzowice Port Lotniczy (Katowice Airport) - Siedliska Cargo,3,1027,https://rj.metropoliaztm.pl/rozklady/3-M14,000000,
GLIWICE CENTRUM PRZESIADKOWE - SIKORNIK WILGI,687,1,Gliwice Centrum Przesiadkowe - Gliwice Dworcowa - Gliwice Rybnicka - Sikornik Osiedle - Sikornik Wilgi,3,687,https://rj.metropoliaztm.pl/rozklady/3-687,000000,
GLIWICE CENTRUM PRZESIADKOWE - SOŚNICOWICE CENTRUM PRZESIADKOWE,M100,1,Gliwice Centrum Przesiadkowe - Gliwice Plac Piastów - Gliwice Jasnogórska - Wójtowa Wieś - Ostropa Kościół - Wilcze Gardło Pętla - Sośnicowice Gliwicka - Sośnicowice Centrum Przesiadkowe,3,1013,https://rj.metropoliaztm.pl/rozklady/3-M100,FF0000,
GLIWICE TEATR - GLIWICE ZAJEZDNIA,A4,1,Gliwice Teatr - Wójtowa Wieś Dolnej Wsi - Gliwice Kościuszki - Gliwice Jasnogórska - Gliwice Park Mickiewicza - Gliwice Zwycięstwa - Gliwice Dworzec - Gliwice Dąbrowskiego - Gliwice Zajezdnia,3,1000,https://rj.metropoliaztm.pl/rozklady/3-A4,FFFF80,
GLIWICE ZAJEZDNIA - BYTOM PLAC SIKORSKIEGO,T2,1,Gliwice Zajezdnia - Zabrze Plac Słowiański - Zabrze Prof. Religi - Biskupice Kościół - Biskupice Pętla - Bobrek Ratusz - Szombierki Kościół - Bytom Plac Sikorskiego,0,1057,https://rj.metropoliaztm.pl/rozklady/0-T2,408000,FFFFFF
GLIWICE ZAJEZDNIA - CHEBZIE PĘTLA,T1,1,Gliwice Zajezdnia - Zabrze Plac Słowiański - Zabrze Plac Wolności - Zaborze Skansen Luiza - Zaborze Skargi - Zaborze Pętla - Ruda Południowa - Ruda Urząd Skarbowy - Chebzie Dworcowa - Chebzie Pętla,0,1048,https://rj.metropoliaztm.pl/rozklady/0-T1,000000,FFFFFF
GLIWICE ZAJEZDNIA - HELENKA ELZAB,617N,1,Gliwice Zajezdnia - Zabrze Franciszkańska Kościół - Zabrze Goethego - Zabrze Plac Teatralny - Osiedle Kopernika Bruno - Mikulczyce Plac Kroczka - Grzybowice Witosa - Wieszowa Waldhof - Rokitnica Budowlana - Rokitnica Pętla - Helenka Kościół - Helenka ELZAB,3,1097,https://rj.metropoliaztm.pl/rozklady/3-617N,000000,FFFFFF
GLIWICE ZAJEZDNIA - ZABORZE PĘTLA,T4,1,Gliwice Zajezdnia - Zabrze Plac Słowiański - Zabrze Plac Wolności - Zaborze Skansen Luiza - Zaborze Skargi - Zaborze Pętla,0,1071,https://rj.metropoliaztm.pl/rozklady/0-T4,000000,FFFFFF
GOSTYŃ DRZYMAŁY - KATOWICE SĄDOWA,M12,1,Gostyń Drzymały - Łaziska Średnie Szyb Aleksander - Kamionka Szkoła - Brynów Centrum Przesiadkowe - Katowice AWF - Katowice Dworzec - Katowice Sądowa,3,1025,https://rj.metropoliaztm.pl/rozklady/3-M12,FF8000,00FFFF
GOŁONÓG ALEJA PIŁSUDSKIEGO - KATOWICE PIOTRA SKARGI,M2,1,Gołonóg Aleja Piłsudskiego - Gołonóg Dworzec PKP - Gołonóg Osiedle - Dąbrowa Górnicza Centrum - Dąbrówka Mała Skrzyżowanie - Katowice Strefa Kultury - Katowice Piotra Skargi,3,1033,https://rj.metropoliaztm.pl/rozklady/3-M2,000000,FFFF80
GOŁONÓG ALEJA PIŁSUDSKIEGO - SOSNOWIEC DWORZEC PKP,690,1,Gołonóg Aleja Piłsudskiego - Gołonóg Dworzec PKP - Dąbrowa Górnicza Centrum - Zagórze Hala Sportowa - Zagórze Centrum - Zagórze Gwiezdna - Zagórze Rondo Jana Pawła II - Dańdówka Skrzyżowanie - Sosnowiec Rondo Ludwik - Sosnowiec Dworzec PKP,3,690,https://rj.metropoliaztm.pl/rozklady/3-690,000000,80FFFF
GOŁONÓG OSIEDLE - BŁĘDÓW ZAGÓRZE,606,1,Gołonóg Osiedle - Gołonóg Dworzec PKP - Gołonóg Zajezdnia - Tworzeń Huta Katowice - Tworzeń Roździeńskiego - Łosień Szkoła - Okradzionów Skrzyżowanie - Łazy Błędowskie Niegowonicka - Błędów Zagórze,3,606,https://rj.metropoliaztm.pl/rozklady/3-606,FF0000,FFFFFF
GOŁONÓG OSIEDLE - KATOWICE PIOTRA SKARGI,814,1,Gołonóg Osiedle - Gołonóg Zakład Energetyczny - Dąbrowa Górnicza Centrum - Będzin Aleja Kołłątaja - Piaski Centrum Handlowe - Piaski Wiejska - Dąbrówka Mała Skrzyżowanie - Dąbrówka Mała Centrum Handlowe - Katowice Strefa Kultury - Katowice Piotra Skargi,3,814,https://rj.metropoliaztm.pl/rozklady/3-814,D3B34E,FFFF80
HALEMBA PĘTLA - GODULA PLAC NIEPODLEGŁOŚCI,230,1,Halemba Pętla - Halemba Solidarności - Czarny Las Stacja Paliw - Ruda Południowa - Godula Plac Niepodległości,3,230,https://rj.metropoliaztm.pl/rozklady/3-230,000000,
HALEMBA PĘTLA - HALEMBA PĘTLA,155,1,Halemba Pętla - Halemba Solidarności - Bielszowice Kopalnia - Czarny Las Stacja Paliw - Ruda Południowa - Ruda Południowa - Godula Plac Niepodległości - Nowy Bytom Centrum - Halemba Solidarności - Halemba Pętla,3,155,https://rj.metropoliaztm.pl/rozklady/3-155,000000,
HALEMBA PĘTLA - HALEMBA PĘTLA,255,1,Halemba Pętla - Halemba Solidarności - Chebzie Rondo - Godula Plac Niepodległości - Ruda Południowa - Ruda Południowa - Bielszowice Kopalnia - Halemba Solidarności - Halemba Pętla,3,255,https://rj.metropoliaztm.pl/rozklady/3-255,000000,
HELENKA ELZAB - MAKOSZOWY OŚWIĘCIMSKA,111,1,Helenka ELZAB - Helenka Kościół - Rokitnica Pętla - Mikulczyce Plac Kroczka - Os. Młodego Górnika Kopalnia - Biskupice Zamkowa - Biskupice Kościół - Biskupice Kasprowicza - Zabrze Stalmacha - Zabrze Goethego - Zabrze de Gaullea Ślęczka - Kończyce Cmentarz - Makoszowy Pętla - Makoszowy Oświęcimska,3,111,https://rj.metropoliaztm.pl/rozklady/3-111,00FF00,FFFFFF
KATOWICE ALEJA KORFANTEGO - SZOPIENICE BEDNORZA,920,1,Katowice Aleja Korfantego - Katowice Strefa Kultury - Wilhelmina Skrzyżowanie - Szopienice Kościół - Szopienice Bednorza,3,920,https://rj.metropoliaztm.pl/rozklady/3-920,000000,00FF00
KATOWICE ALEJA KORFANTEGO - TYCHY SIKORSKIEGO WIADUKT,4,1,"Katowice Aleja Korfantego - Katowice Strefa Kultury - Giszowiec Osiedle - Czułów Fabryka - Tychy Urząd Miasta - Tychy Lodowisko - Paprocany Pętla - Tychy Osiedle ""Z1"" - Tychy Sikorskiego Wiadukt",3,4,https://rj.metropoliaztm.pl/rozklady/3-4,00FFFF,00FF00
KATOWICE ALEJA KORFANTEGO - TYCHY SZPITAL WOJEWÓDZKI,1,1,Katowice Aleja Korfantego - Katowice Strefa Kultury - Giszowiec Osiedle - Czułów Fabryka - Tychy Begonii - Tychy Stoczniowców 70 - Tychy Skałka - Tychy Gen. Grota-Roweckiego - Tychy Urząd Miasta - Tychy Szpital Wojewódzki,3,1,https://rj.metropoliaztm.pl/rozklady/3-1,FF0000,00FF00
KATOWICE ANDRZEJA DWORZEC - MURCKI SZYB STANISŁAW,689,1,Katowice Andrzeja Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Brynów Kościuszki - Brynów Centrum Przesiadkowe - Kostuchna Osiedle - Murcki Szyb Stanisław,3,689,https://rj.metropoliaztm.pl/rozklady/3-689,000000,00FFFF
KATOWICE ANDRZEJA DWORZEC - SZCZYGŁOWICE CENTRUM PRZESIADKOWE,120,1,Katowice Andrzeja Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Kochłowice Szyb Radoszowy - Halemba Orzeszkowej - Halemba Park Wodny - Halemba Solidarności - Wygoda Skrzyżowanie - Paniówki Skrzyżowanie - Przyszowice Kościół - Gierałtowice Kościół - Knurów Remiza - Knurów Wojska Polskiego - Knurów Centrum Przesiadkowe Szpitalna - Krywałd Zacisze - Szczygłowice Centrum Przesiadkowe,3,120,https://rj.metropoliaztm.pl/rozklady/3-120,FF0000,00FFFF
KATOWICE CEGLANA SZPITAL KLINICZNY - OSIEDLE KUKUCZKI LUBUSKA,600,1,Katowice Ceglana Szpital Kliniczny - Katowice Francuska - Katowice Dworzec - Katowice Sokolska - Katowice Chorzowska - Bogucice Kościół - Osiedle Kukuczki Lubuska,3,600,https://rj.metropoliaztm.pl/rozklady/3-600,000000,00FF00
KATOWICE DWORZEC - BOBREK INWESTYCYJNA PĘTLA II,M13,1,Katowice Dworzec - Katowice Jagiellońska - Mysłowice Kościół - Niwka Kościół - Niwka Fabryka - Niwka Pawiak - Bobrek Inwestycyjna Pętla II,3,1026,https://rj.metropoliaztm.pl/rozklady/3-M13,000000,00FF00
KATOWICE DWORZEC - HALEMBA PĘTLA,130N,1,Katowice Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Osiedle Witosa Centrum - Chorzów Batory Pętla - Kochłowice Szyb Radoszowy - Kochłowice Kościół - Halemba Orzeszkowej - Halemba Most - Halemba Park Wodny - Halemba Solidarności - Halemba Pętla,3,1094,https://rj.metropoliaztm.pl/rozklady/3-130N,000000,80FF80
KATOWICE DWORZEC - KATOWICE DWORZEC,297,1,Katowice Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Brynów Kościuszki - Brynów Centrum Przesiadkowe - Brynów Centrum Przesiadkowe - Katowice AWF - Katowice Dworzec,3,297,https://rj.metropoliaztm.pl/rozklady/3-297,000000,00FFFF
KATOWICE DWORZEC - MIKOŁÓW DWORZEC,905N,1,Katowice Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Ligota Panewnicka - Kostuchna Osiedle - Kostuchna Osiedle - Mikołów Dworzec,3,1106,https://rj.metropoliaztm.pl/rozklady/3-905N,4080FF,00FF00
KATOWICE DWORZEC - MURCKI RYNEK,672N,1,Katowice Dworzec - Katowice Jagiellońska - Osiedle Paderewskiego Biblioteka Śląska - Giszowiec Osiedle - Murcki Rynek,3,1100,https://rj.metropoliaztm.pl/rozklady/3-672N,000000,00FF00
KATOWICE DWORZEC - OBROKI MPGK,115,1,Katowice Dworzec - Katowice Kopernika Dworzec - Katowice Mikołowska - Katowice AWF - Osiedle Witosa Centrum - Obroki MPGK,3,115,https://rj.metropoliaztm.pl/rozklady/3-115,000000,00FF00
KATOWICE DWORZEC - PANEWNIKI OWSIANA,657N,1,Katowice Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Ligota Panewnicka - Panewniki Owsiana,3,1099,https://rj.metropoliaztm.pl/rozklady/3-657N,000000,00FF00
KATOWICE DWORZEC - PRZEŁAJKA PĘTLA,30N,1,Katowice Dworzec - Katowice Sokolska - Katowice Chorzowska - Koszutka Iłłakowiczówny - Michałkowice Kościelna - Przełajka Pętla,3,1091,https://rj.metropoliaztm.pl/rozklady/3-30N,000000,00FFFF
KATOWICE DWORZEC - WESOŁA KOPALNIA,76N,1,Katowice Dworzec - Katowice Sokolska - Katowice Strefa Kultury - Zawodzie Centrum Przesiadkowe - Wilhelmina Skrzyżowanie - Mysłowice Dworzec PKP - Brzęczkowice Kościół - Brzęczkowice Szkoła - Brzęczkowice Ogródki Działkowe - Brzezinka Centrum - Morgi Szkoła - Morgi Kościół - Larysz Storczyków - Wesoła Mostek - Wesoła Rynek - Wesoła Kopalnia,3,1093,https://rj.metropoliaztm.pl/rozklady/3-76N,000000,FFFFFF
KATOWICE DWORZEC - WOJKOWICE PARK,911N,1,Katowice Dworzec - Katowice Sokolska - Katowice Chorzowska - Bogucice Kościół - Dąbrówka Mała Pod Młynem - Milowice Most - Czeladź Stare Miasto - Czeladź Wojkowicka Pętla - Wojkowice Łęg - Wojkowice Park,3,1107,https://rj.metropoliaztm.pl/rozklady/3-911N,000000,
KATOWICE DWORZEC - ZABRZE GOETHEGO,7N,1,Katowice Dworzec - Katowice Sokolska - Osiedle Tysiąclecia ZOO - Świętochłowice Mijanka - Bielszowice Kopalnia - Pawłów Kościół - Zabrze Goethego,3,1090,https://rj.metropoliaztm.pl/rozklady/3-7N,000000,80FF80
KATOWICE PIOTRA SKARGI - SIEWIERZ DOM KULTURY,M23,1,Katowice Piotra Skargi - Katowice Strefa Kultury - Dąbrówka Mała Centrum Handlowe - Dąbrówka Mała Skrzyżowanie - Pogoń Grota-Roweckiego - Pogoń Kościół - Pogoń Akademiki - Nowak-Mosty Będzin Arena - Będzin Muzeum - Sarnów Główna - Kuźnica Warężyńska Skrzyżowanie - Wojkowice Kościelne - Podwarpie Skrzyżowanie - Siewierz Rynek - Siewierz Dom Kultury,3,1036,https://rj.metropoliaztm.pl/rozklady/3-M23,FF00FF,FFFF80
KATOWICE PLAC WOLNOŚCI - WOJKOWICE PARK,43,1,Katowice Plac Wolności - Katowice Sokolska - Katowice Chorzowska - Koszutka GIG - Wełnowiec Gnieźnieńska - Wełnowiec Plac Alfreda - Siemianowice Śląska - Bańgów Zachodnia - Czeladź Stare Miasto - Grodziec Kościół - Grodziec Poczta - Wojkowice Łęg - Wojkowice Kościół - Wojkowice Park,3,43,https://rj.metropoliaztm.pl/rozklady/3-43,4080FF,FFFFFF
KATOWICE PLAC WOLNOŚCI - WĘZŁOWIEC PĘTLA,296,1,Katowice Plac Wolności - Katowice Sokolska - Katowice Chorzowska - Koszutka Iłłakowiczówny - Węzłowiec Pętla,3,296,https://rj.metropoliaztm.pl/rozklady/3-296,000000,00FFFF
KATOWICE PLAC WOLNOŚCI - ZABRZE GOETHEGO,23,1,Katowice Plac Wolności - Katowice Sokolska - Osiedle Tysiąclecia ZOO - Osiedle Tysiąclecia Pętla - Świętochłowice Mijanka - Zgoda Centrum Kultury - Nowy Bytom Centrum - Wirek Osiedle - Bielszowice Kopalnia - Kończyce Cmentarz - Zabrze de Gaullea Ślęczka - Zabrze Goethego,3,23,https://rj.metropoliaztm.pl/rozklady/3-23,FF8000,FFFFFF
KATOWICE PLAC WOLNOŚCI - ZABRZE GOETHEGO,7,1,Katowice Plac Wolności - Katowice Sokolska - Osiedle Tysiąclecia ZOO - Świętochłowice Mijanka - Bielszowice Kopalnia - Pawłów Kościół - Zabrze Goethego,3,7,https://rj.metropoliaztm.pl/rozklady/3-7,0000FF,FFFFFF
KATOWICE SKŁODOWSKIEJ DWORZEC - CHORZÓW GWARECKA,632,1,Katowice Skłodowskiej Dworzec - Katowice Kopernika Dworzec - Katowice Mikołowska - Katowice AWF - Chorzów Batory Pętla - Chorzów Batory 16 Lipca - Chorzów Dąbrowskiego - Chorzów Rynek - Chorzów Gwarecka,3,632,https://rj.metropoliaztm.pl/rozklady/3-632,FF0000,00FFFF
KATOWICE SKŁODOWSKIEJ DWORZEC - CHORZÓW STARY SZYB PREZYDENT,48,1,Katowice Skłodowskiej Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Ligota Panewnicka - Kochłowice Rynek - Chorzów Dąbrowskiego - Chorzów Rynek - Chorzów Stary Szyb Prezydent,3,48,https://rj.metropoliaztm.pl/rozklady/3-48,000000,00FFFF
KATOWICE SKŁODOWSKIEJ DWORZEC - MIKOŁÓW DWORZEC,37,1,Katowice Skłodowskiej Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Brynów W. Pola - Ligota Poleska - Piotrowice Skrzyżowanie - Kostuchna Skrzyżowanie - Podlesie Dworzec PKP - Mikołów Dworzec,3,37,https://rj.metropoliaztm.pl/rozklady/3-37,000000,00FFFF
KATOWICE SKŁODOWSKIEJ DWORZEC - WESOŁA KOPALNIA,672,1,Katowice Skłodowskiej Dworzec - Katowice Jagiellońska - Osiedle Paderewskiego Biblioteka Śląska - Osiedle Paderewskiego Trzy Stawy - Giszowiec Osiedle - Murcki Rynek - Wesoła Droga do Giszowca - Wesoła Mostek - Wesoła Rynek - Wesoła Kopalnia,3,672,https://rj.metropoliaztm.pl/rozklady/3-672,000000,00FF00
KATOWICE SĄDOWA - CZELADŹ DWORZEC,M25,1,Katowice Sądowa - Katowice Sokolska - Katowice Chorzowska - Koszutka GIG - Wełnowiec Gnieźnieńska - Wełnowiec Plac Alfreda - Siemianowice Śląska - Czeladź Stare Miasto - Czeladź Dworzec,3,1038,https://rj.metropoliaztm.pl/rozklady/3-M25,FF0000,FFFFFF
KATOWICE SĄDOWA - KATOWICE SĄDOWA,10,1,Katowice Sądowa - Katowice Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Ligota Poleska - Brynów Centrum Przesiadkowe - Katowice AWF - Katowice Dworzec - Katowice Sądowa,3,10,https://rj.metropoliaztm.pl/rozklady/3-10,000000,00FFFF
KATOWICE SĄDOWA - KATOWICE SĄDOWA,297N,1,Katowice Sądowa - Katowice Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Brynów Kościuszki - Brynów Centrum Przesiadkowe - Brynów Centrum Przesiadkowe - Katowice AWF - Katowice Dworzec - Katowice Sądowa,3,1096,https://rj.metropoliaztm.pl/rozklady/3-297N,000000,00FF00
KATOWICE SĄDOWA - KATOWICE SĄDOWA,9,1,Katowice Sądowa - Katowice Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Brynów Kościuszki - Brynów Centrum Przesiadkowe - Ligota Panewnicka - Katowice AWF - Katowice Dworzec - Katowice Sądowa,3,9,https://rj.metropoliaztm.pl/rozklady/3-9,000000,00FFFF
