stop_name,stop_code,stop_id,stop_lat,stop_lon,stop_url
Antoniów Konstytucji,2465011-00201,111,50.379208,19.239008,https://rj.metropoliaztm.pl/rozklady/przystanek/2465011-00201/
Antoniów Konstytucji,2465011-00202,112,50.379124,19.238922,https://rj.metropoliaztm.pl/rozklady/przystanek/2465011-00202/
Antoniów Skrzyżowanie,2465011-00303,115,50.374294,19.236046,https://rj.metropoliaztm.pl/rozklady/przystanek/2465011-00303/
Antoniów Skrzyżowanie,2465011-00304,8322,50.375072,19.236391,https://rj.metropoliaztm.pl/rozklady/przystanek/2465011-00304/
Antoniów Spacerowa,2465011-19901,5228,50.372307,19.230322,https://rj.metropoliaztm.pl/rozklady/przystanek/2465011-19901/
Antoniów Spacerowa,2465011-19902,5229,50.372307,19.22985,https://rj.metropoliaztm.pl/rozklady/przystanek/2465011-19902/
Babice ul. Śląska I,1213062-01212,6738,50.053123,19.201681,https://rj.metropoliaztm.pl/rozklady/przystanek/1213062-01212/
Babice ul. Śląska I,1213062-01213,6751,50.053665,19.201258,https://rj.metropoliaztm.pl/rozklady/przystanek/1213062-01213/
Babice ul. Śląska II,1213062-01310,6750,50.05622,19.198742,https://rj.metropoliaztm.pl/rozklady/przystanek/1213062-01310/
Babice ul. Śląska II,1213062-01311,6739,50.0565,19.198698,https://rj.metropoliaztm.pl/rozklady/przystanek/1213062-01311/
Bańgów Kościół,2474011-00301,120,50.32938,19.042433,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-00301/
Bańgów Kościół,2474011-00302,121,50.32946,19.042143,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-00302/
Bańgów Krupanka,2474011-00101,118,50.328125,19.026157,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-00101/
Bańgów Krupanka,2474011-00102,119,50.328236,19.023346,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-00102/
Bańgów Przychodnia nż,2474011-07401,7287,50.32694,19.030813,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-07401/
Bańgów Przychodnia nż,2474011-07402,7286,50.32714,19.030964,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-07402/
Bańgów Strefa,2474011-06201,5271,50.321712,19.045856,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-06201/
Bańgów Strefa,2474011-06202,5269,50.322598,19.043013,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-06202/
Bańgów Strefa Zakłady,2474011-06301,5270,50.322517,19.045202,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-06301/
Bańgów Zachodnia,2474011-00201,122,50.32708,19.03488,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-00201/
Bańgów Zachodnia,2474011-00202,123,50.32734,19.03473,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-00202/
Bańgów Zwycięstwa nż,2474011-00401,4874,50.327515,19.021608,https://rj.metropoliaztm.pl/rozklady/przystanek/2474011-00401/
Bibiela Droga do Żyglina nż,2413021-01101,5985,50.49514,19.001074,https://rj.metropoliaztm.pl/rozklady/przystanek/2413021-01101/
Bibiela Droga do Żyglina nż,2413021-01102,5986,50.495163,19.000881,https://rj.metropoliaztm.pl/rozklady/przystanek/2413021-01102/
Bibiela Kościół,2413021-01201,3805,50.504177,19.009464,https://rj.metropoliaztm.pl/rozklady/przystanek/2413021-01201/
Bibiela Kościół,2413021-01202,3804,50.504314,19.009314,https://rj.metropoliaztm.pl/rozklady/przystanek/2413021-01202/
Bibiela Leśniczówka,2413021-01001,3806,50.492,19.00044,https://rj.metropoliaztm.pl/rozklady/przystanek/2413021-01001/
Bibiela Leśniczówka,2413021-01002,3807,50.49201,19.000172,https://rj.metropoliaztm.pl/rozklady/przystanek/2413021-01002/
Bibiela Pętla,2413021-01301,3803,50.503536,19.016254,https://rj.metropoliaztm.pl/rozklady/przystanek/2413021-01301/
Bielszowice Chroboka,2472011-00101,4891,50.267105,18.83121,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00101/
Bielszowice Chroboka,2472011-00102,4892,50.266876,18.83011,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00102/
Bielszowice Fińskie Domki,2472011-00201,164,50.26488,18.809666,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00201/
Bielszowice Fińskie Domki,2472011-00202,165,50.264767,18.809807,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00202/
Bielszowice Kokota,2472011-00301,166,50.27204,18.845667,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00301/
Bielszowice Kokota,2472011-00302,167,50.27157,18.845066,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00302/
Bielszowice Kolonia,2472011-00401,168,50.278584,18.830034,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00401/
Bielszowice Kolonia,2472011-00402,169,50.278698,18.829798,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00402/
Bielszowice Kopalnia,2472011-00501,170,50.267864,18.836435,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00501/
Bielszowice Kopalnia,2472011-00502,171,50.267994,18.83711,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00502/
Bielszowice Kopalnia,2472011-00503,172,50.266735,18.835758,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00503/
Bielszowice Most,2472011-00601,173,50.265102,18.823008,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00601/
Bielszowice Most,2472011-00602,174,50.264614,18.822664,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00602/
Bielszowice Na Piaski,2472011-00701,162,50.271664,18.831827,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00701/
Bielszowice Na Piaski,2472011-00702,163,50.27194,18.831547,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00702/
Bielszowice Przychodnia nż,2472011-00801,4099,50.275146,18.83093,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00801/
Bielszowice Przychodnia nż,2472011-00802,4100,50.274586,18.830835,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00802/
Bielszowice Pętla,2472011-00901,175,50.26967,18.841606,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-00901/
Bielszowice Szpital,2472011-01001,176,50.27597,18.854277,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-01001/
Bielszowice Szpital,2472011-01002,177,50.27591,18.85504,https://rj.metropoliaztm.pl/rozklady/przystanek/2472011-01002/
Bieruń Baraniec,2414011-00101,6693,50.085667,19.10526,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00101/
Bieruń Baraniec,2414011-00102,6686,50.085766,19.104435,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00102/
Bieruń Baza Transportowa,2414011-00201,6805,50.092358,19.061539,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00201/
Bieruń Baza Transportowa,2414011-00202,6803,50.09227,19.062172,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00202/
Bieruń Bohaterów Westerplatte 57,2414011-03903,9157,50.071564,19.186977,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03903/
Bieruń Bohaterów Westerplatte 7,2414011-04001,9158,50.073788,19.186804,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-04001/
Bieruń Dom Kultury,2414011-00501,183,50.084965,19.084652,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00501/
Bieruń Dom Kultury,2414011-00504,182,50.084908,19.084673,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00504/
Bieruń Domy Polne Pętla,2414011-00603,10071,50.092064,19.066252,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00603/
Bieruń Ekonomiczna,2414011-00901,8871,50.100555,19.104048,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00901/
Bieruń Ekonomiczna,2414011-00902,8870,50.099617,19.104961,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00902/
Bieruń FSM II,2414011-01102,6389,50.102734,19.088072,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01102/
Bieruń Granitowa,2414011-01205,6699,50.080593,19.15516,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01205/
Bieruń Granitowa,2414011-01206,6712,50.080498,19.155043,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01206/
Bieruń Groblana,2414011-01301,6723,50.066193,19.162832,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01301/
Bieruń Groblana,2414011-01302,6716,50.066322,19.162333,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01302/
Bieruń Hager,2414011-03005,8881,50.09497,19.107706,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03005/
Bieruń Hager,2414011-03006,8880,50.094936,19.10787,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03006/
Bieruń KWK Piast,2414011-01707,6700,50.07932,19.163143,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01707/
Bieruń KWK Piast,2414011-01708,6713,50.079197,19.162554,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01708/
Bieruń Kościół,2414011-01612,6714,50.073627,19.180546,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01612/
Bieruń Krupnicza,2414011-00303,6852,50.063137,19.148119,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00303/
Bieruń Królowej Jadwigi,2414011-04431,10154,50.07424,19.17387,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-04431/
Bieruń Królowej Jadwigi,2414011-04432,10153,50.073826,19.173426,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-04432/
Bieruń Logistyczna,2414011-03501,8101,50.100822,19.071884,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03501/
Bieruń Majowa,2414011-01801,10074,50.06949,19.164164,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01801/
Bieruń Majowa,2414011-01802,6722,50.071217,19.166061,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01802/
Bieruń Nowy Dworzec,2414011-04531,10315,50.0743,19.183865,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-04531/
Bieruń Osiedle,2414011-01909,3994,50.078644,19.171555,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01909/
Bieruń Osiedle,2414011-01910,3995,50.078697,19.16957,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01910/
Bieruń Osiedle Homera,2414011-02004,6387,50.099804,19.083107,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02004/
Bieruń Osiedle Wygoda,2414011-02102,6385,50.10249,19.06255,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02102/
Bieruń Patriotów,2414011-04202,9161,50.067448,19.189274,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-04202/
Bieruń Patriotów,2414011-04231,9162,50.06747,19.189146,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-04231/
Bieruń Patriotów Wiadukt,2414011-03805,9155,50.068806,19.190172,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03805/
Bieruń Patriotów Wiadukt,2414011-03807,9156,50.068153,19.191343,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03807/
Bieruń Plac Autobusowy,2414011-02201,6687,50.089226,19.091528,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02201/
Bieruń Plac Autobusowy,2414011-02202,6688,50.08913,19.09155,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02202/
Bieruń Plac Autobusowy,2414011-02203,6690,50.089054,19.091614,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02203/
Bieruń Plac Autobusowy,2414011-02204,6689,50.08897,19.091679,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02204/
Bieruń Plac Autobusowy,2414011-02205,6691,50.08889,19.091753,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02205/
Bieruń Plac Autobusowy,2414011-02206,6692,50.0888,19.091764,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02206/
Bieruń Plac Nobla,2414011-02306,184,50.081,19.081495,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02306/
Bieruń Poczta,2414011-02403,3996,50.075794,19.18002,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02403/
Bieruń Potok Stawowy,2414011-00702,6081,50.08975,19.091888,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00702/
Bieruń Pętla,2414011-03315,6717,50.065445,19.191555,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03315/
Bieruń Rudnik,2414011-02501,6682,50.103184,19.097559,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02501/
Bieruń Rudnik,2414011-02502,6080,50.10233,19.0936,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02502/
Bieruń Rudnik,2414011-02503,8223,50.10294,19.097687,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02503/
Bieruń Równoległa,2414011-04102,9159,50.07445,19.19397,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-04102/
Bieruń Stacja Paliw,2414011-02603,6685,50.084545,19.11068,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02603/
Bieruń Stacja Paliw,2414011-02604,6694,50.08452,19.110046,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02604/
Bieruń Strefa,2414011-02703,6683,50.10136,19.098652,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02703/
Bieruń Strefa,2414011-02704,6681,50.10142,19.098438,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02704/
Bieruń Szkolna,2414011-01004,6724,50.063942,19.151749,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01004/
Bieruń Turystyczna I,2414011-00401,10067,50.076153,19.12736,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00401/
Bieruń Turystyczna I,2414011-00402,10069,50.07634,19.127459,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00402/
Bieruń Turystyczna II,2414011-01403,10068,50.067284,19.115013,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01403/
Bieruń Turystyczna II,2414011-01404,10070,50.066216,19.113468,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-01404/
Bieruń Turyńska,2414011-00801,5032,50.104862,19.097124,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-00801/
Bieruń Warszawska Skrzyżowanie,2414011-02911,5672,50.07618,19.177553,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02911/
Bieruń Wawelska Paciorkowce,2414011-03701,10065,50.07718,19.190523,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03701/
Bieruń Wawelska Paciorkowce,2414011-03702,10066,50.077026,19.190147,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03702/
Bieruń Wawelska Skrzyżowanie,2414011-03104,6720,50.0751,19.17752,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03104/
Bieruń Wawelska Skrzyżowanie,2414011-03105,6715,50.07509,19.177746,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03105/
Bieruń Zabrzeg,2414011-03213,6719,50.067112,19.189064,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03213/
Bieruń Zabrzeg,2414011-03214,6721,50.06749,19.188356,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03214/
Bieruń Zarzyna,2414011-03403,6709,50.083424,19.141161,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03403/
Bieruń Zarzyna,2414011-03404,6698,50.08327,19.141954,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-03404/
Bieruń Ściernie,2414011-02801,6695,50.083755,19.13365,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02801/
Bieruń Ściernie,2414011-02802,6708,50.083714,19.132534,https://rj.metropoliaztm.pl/rozklady/przystanek/2414011-02802/
Biskupice Brondera nż,2478011-00101,285,50.317963,18.811184,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00101/
Biskupice Brondera nż,2478011-00102,286,50.31806,18.811018,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00102/
Biskupice Bytomska [tech],2478011-09601t,8591,50.326496,18.831446,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-09601t/
Biskupice Bytomska [tech],2478011-09602t,8592,50.326473,18.83133,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-09602t/
Biskupice Kasprowicza,2478011-10401,1280,50.315063,18.795794,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-10401/
Biskupice Kasprowicza,2478011-10402,1281,50.31528,18.795803,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-10402/
Biskupice Koksownia nż,2478011-15101,5599,50.333042,18.835125,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-15101/
Biskupice Koksownia nż,2478011-15102,5598,50.33261,18.834768,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-15102/
Biskupice Kościół,2478011-00701,189,50.319668,18.82173,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00701/
Biskupice Kościół,2478011-00701t,190,50.319786,18.82186,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00701t/
Biskupice Kościół,2478011-00702,191,50.31983,18.821688,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00702/
Biskupice Kościół,2478011-00702t,192,50.319744,18.82157,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00702t/
Biskupice Młyńska,2478011-00801,195,50.31796,18.816368,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00801/
Biskupice Młyńska,2478011-00801t,196,50.318073,18.816603,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00801t/
Biskupice Młyńska,2478011-00802,197,50.31821,18.816454,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00802/
Biskupice Młyńska,2478011-00802t,198,50.318115,18.8162,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00802t/
Biskupice Ogródki Działkowe nż,2478011-00901,199,50.318222,18.80368,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00901/
Biskupice Ogródki Działkowe nż,2478011-00902,200,50.318325,18.803528,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-00902/
Biskupice Pętla,2478011-01101t,4676,50.330017,18.8407,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01101t/
Biskupice Pętla,2478011-01102t,4678,50.32988,18.840523,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01102t/
Biskupice Pętla,2478011-01104t,4680,50.329994,18.840689,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01104t/
Biskupice Schronisko nż,2478011-03401t,9049,50.33058,18.855677,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-03401t/
Biskupice Schronisko nż,2478011-03401t,9050,50.33077,18.855442,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-03401t/
Biskupice Szyb Wschodni,2478011-01201,9962,50.329536,18.843908,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01201/
Biskupice Szyb Wschodni,2478011-01202,9963,50.329563,18.844423,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01202/
Biskupice Trębacka,2478011-01301,203,50.32114,18.82605,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01301/
Biskupice Trębacka,2478011-01302,204,50.320877,18.826435,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01302/
Biskupice Zamkowa,2478011-01401,205,50.325222,18.83047,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01401/
Biskupice Zamkowa,2478011-01401t,206,50.324905,18.829996,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01401t/
Biskupice Zamkowa,2478011-01402,207,50.325104,18.830105,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01402/
Biskupice Zamkowa,2478011-01402t,208,50.324905,18.829762,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01402t/
Biskupice Zamkowa,2478011-01403,7292,50.324455,18.830297,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01403/
Biskupice Zarząd Dróg nż,2478011-15401,5601,50.31731,18.799837,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-15401/
Biskupice Zarząd Dróg nż,2478011-15402,5600,50.31774,18.800138,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-15402/
Biskupice Ziemska nż,2478011-01501,4898,50.32779,18.834084,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01501/
Biskupice Ziemska nż,2478011-01501t,4899,50.327896,18.833912,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01501t/
Biskupice Ziemska nż,2478011-01502,5565,50.32778,18.83371,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01502/
Biskupice Ziemska nż,2478011-01502t,4900,50.327858,18.833601,https://rj.metropoliaztm.pl/rozklady/przystanek/2478011-01502t/
Bizja nż,2413072-00601,209,50.45094,18.980925,https://rj.metropoliaztm.pl/rozklady/przystanek/2413072-00601/
Bizja nż,2413072-00602,210,50.45107,18.98004,https://rj.metropoliaztm.pl/rozklady/przystanek/2413072-00602/
Bobrek Bronowa,2475011-00101,214,50.252403,19.178068,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-00101/
Bobrek Bronowa,2475011-00102,215,50.252495,19.178442,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-00102/
Bobrek Bronowa  nż,2475011-00201,5060,50.25809,19.184956,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-00201/
Bobrek Bronowa  nż,2475011-00202,5061,50.25817,19.185263,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-00202/
Bobrek Huta Julia,2462011-00201,220,50.338318,18.8689,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00201/
Bobrek Innowacyjna,2475011-20602,5675,50.26058,19.193298,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-20602/
Bobrek Innowacyjna,2475011-20603,6090,50.261395,19.193686,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-20603/
Bobrek Inwestycyjna Pętla I,2475011-21701,6091,50.26034,19.201971,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-21701/
Bobrek Inwestycyjna Pętla II,2475011-21601,6092,50.25254,19.199955,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-21601/
Bobrek Inwestycyjna Wiadukt,2475011-22101,8319,50.25754,19.207508,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-22101/
Bobrek Logistyczna,2475011-20702,5677,50.25654,19.189074,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-20702/
Bobrek Okulickiego,2475011-00301,218,50.261597,19.188688,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-00301/
Bobrek Okulickiego,2475011-00302,219,50.26173,19.189054,https://rj.metropoliaztm.pl/rozklady/przystanek/2475011-00302/
Bobrek Osiedle Pod Brzozami,2462011-00101,4666,50.331203,18.864351,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00101/
Bobrek Osiedle Pod Brzozami,2462011-00101t,4667,50.33103,18.864416,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00101t/
Bobrek Osiedle Pod Brzozami,2462011-00102t,4668,50.33085,18.86447,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00102t/
Bobrek Ratusz,2462011-00301,221,50.33806,18.870499,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00301/
Bobrek Ratusz,2462011-00301t,222,50.33804,18.870611,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00301t/
Bobrek Ratusz,2462011-00302,223,50.336765,18.869442,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00302/
Bobrek Ratusz,2462011-00302t,224,50.337116,18.869312,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00302t/
Bobrek Szkoła,2462011-00402t,8692,50.33493,18.869404,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00402t/
Bobrek Szkoła nż,2462011-00401,5566,50.334137,18.867992,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00401/
Bobrek Szkoła nż,2462011-00401t,5050,50.33485,18.869318,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00401t/
Bobrek Szkoła nż,2462011-00402,5655,50.334713,18.869297,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00402/
Bobrek Wytrwałych,2462011-00501,5654,50.339027,18.87318,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00501/
Bobrek Wytrwałych,2462011-00501t,4664,50.339096,18.873106,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00501t/
Bobrek Wytrwałych,2462011-00502,5653,50.338837,18.87305,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00502/
Bobrek Wytrwałych,2462011-00502t,4665,50.339146,18.873566,https://rj.metropoliaztm.pl/rozklady/przystanek/2462011-00502t/
Bobrowniki 1 Maja,2401042-00101,243,50.379803,18.978971,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00101/
Bobrowniki 1 Maja,2401042-00102,244,50.379784,18.978962,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00102/
Bobrowniki Dąbrowskiej nż,2401042-00901,4080,50.39235,19.019426,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00901/
Bobrowniki Dąbrowskiej nż,2401042-00902,4081,50.392345,19.01963,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00902/
Bobrowniki Kościół,2401042-00201,228,50.379333,18.98832,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00201/
Bobrowniki Kościół,2401042-00202,229,50.37934,18.989546,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00202/
Bobrowniki Namiarki,2401042-00301,232,50.375687,18.965025,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00301/
Bobrowniki Namiarki,2401042-00302,233,50.375626,18.965239,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00302/
Bobrowniki Pustkowie,2401042-01301,614,50.386726,19.019083,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-01301/
Bobrowniki Pustkowie,2401042-01302,615,50.38674,19.019201,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-01302/
Bobrowniki Remiza,2401042-00401,245,50.38056,19.00022,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00401/
Bobrowniki Remiza,2401042-00402,246,50.380352,19.000748,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00402/
Bobrowniki Rondo,2401042-00501,239,50.37273,18.976763,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00501/
Bobrowniki Rondo,2401042-00502,240,50.372654,18.976795,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00502/
Bobrowniki Sienkiewicza,2401042-00601,236,50.37964,19.009642,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00601/
Bobrowniki Sienkiewicza,2401042-00602,237,50.37975,19.009706,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00602/
Bobrowniki Stadion nż,2401042-00801,241,50.38623,19.006985,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00801/
Bobrowniki Stadion nż,2401042-00802,242,50.386475,19.007185,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00802/
Bobrowniki Słowackiego nż,2401042-00701,230,50.380802,19.005575,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00701/
Bobrowniki Słowackiego nż,2401042-00702,231,50.381,19.0058,https://rj.metropoliaztm.pl/rozklady/przystanek/2401042-00702/
