stop_id,stop_code_add,community_ids,stop_vehicle_type_ids,stop_attribute_ids,stop_long_name,city,street,voice_message_code
8214,"1/Gie",18,3,2_3,"","Knurów","Szpitalna",0
5240,"1",41,3,2_3,"","Siemianowice Śląskie","1 Maja",0
5596,"2",8,3,2_3,"","Chorzów","Racławicka",0
5903,"1",57,3,2,"","Toszek","Wiejska",0
5395,"2",41,3,1,"","Siemianowice Śląskie","Fabryczna",0
5665,"2",55,3,2,"","Łazy","Dworcowa",0
8882,"1",46,3,2,"","Tychy","Aleja Bielska",0
2799,"1",34,3,2,"","Strzyżowice","Belna",0
8755,"3/Radz",52,3,2_3_4,"","Świerklaniec","Parkowa",0
9703,"1t",8,2,2_3,"","Chorzów","Katowicka",0
4908,"1",12,3,2,"","Dąbrowa Górnicza","Gołonoska",0
6822,"18",83,3,2_3,"","Bojszowy","Żubrów",0
366,"1",45,3,2_3,"","Sławków","Burki",0
5835,"1",,,6,"","<Żadna>","",0
8046,"1",26,3,2,"","Mysłowice","Kryształowa",0
5829,"1",57,,2,"","Toszek","Osiedlowa",0
4358,"2t",12,2,2_3,"","Dąbrowa Górnicza","Kasprzaka",0
407,"1t",12,2,2_3_4,"","Dąbrowa Górnicza","Królowej Jadwigi",0
9818,"32",51,3,2_7,"","Zbrosławice","Sienkiewicza",0
6484,"1",54,3,2_3,"","Łaziska Górne","Sikorskiego",0
1362,"2",38,3,2_3,"","Ruda Śląska","Radoszowska",0
3832,"1",37,3,2,"","Radzionków","Sikorskiego",0
2259,"2",17,3,2_3,"","Katowice","Armii Krajowej",0
8022,"3/Gli",18,3,2_3,"","Knurów","Szpitalna",0
7208,"1",17,3,1,"","Katowice","Zaopusta",0
8821,"2",12,3,2,"","Dąbrowa Górnicza","Limanowskiego",0
5626,"4",30,3,2,"","Ożarowice","Kopernika",0
3718,"1",51,3,1,"","Zbrosławice","Reptowska",0
9016,"01",26,3,2,"","Mysłowice","Kolejowa",0
5568,"2",31,3,1,"","Piekary Śląskie","Sadowskiego",0
1854,"2",17,3,2_3,"","Katowice","Szopienicka",0
8118,"4/tech",8,3,5,"","Chorzów","Rynek",0
5822,"1",58,3,2,"","Wielowieś","Główna",0
6878,"1t",17,2,2,"","Katowice","św. Jana",0
387,"2",41,3,2_3,"","Siemianowice Śląskie","Niepodległości",0
5536,"1",23,3,2,"Mierzęcice Ogródki Działkowe","Mierzęcice","Transportowa",0
2276,"1",17,3,2_3,"","Katowice","Tadeusza Kościuszki",0
446,"2",55,3,2,"","Łazy","Piaski",0
4926,"1",12,3,1,"","Dąbrowa Górnicza","Rodzinna",0
1954,"1",12,3,2_3,"","Dąbrowa Górnicza","Białej Przemszy",0
8171,"2",,,6,"","Chorzów","Logistyczna",0
1707,"1",5,3,2_3,"","Bytom","Frenzla",0
2041,"2",12,3,2_3,"","Dąbrowa Górnicza","Grynia",0
5386,"1",43,3,2_3,"","Sosnowiec","Hubala-Dobrzańskiego",0
296,"2",17,3,2,"","Katowice","Rzepakowa",0
5361,"1",12,3,2_3,"","Dąbrowa Górnicza","Zachodnia",0
2039,"2",10,3,2_3,"","Czeladź","Dehnelów",0
1657,"1",42,3,1_3,"","Podwarpie","Marcinków",0
2130,"1",14,3,2_3,"","Gliwice","Żwirki i Wigury",0
5146,"2",18,3,1,"","Knurów","Zwycięstwa",0
6937,"2",32,3,1,"","Wilcza","Nieborowicka",0
1977,"1",52,3,2_3,"","Świerklaniec","Bytomska",0
7942,"2",51,3,2,"","Zbrosławice","Pyskowicka",0
739,"1",17,3,2_3,"","Katowice","Gościnna",0
8185,"1",37,3,2_3,"","Radzionków","Unii Europejskiej",0
6559,"2",24,3,2,"","Mikołów","Księdza Franciszka Górka",0
4419,"2t",43,2,2_3,"","Sosnowiec","Wojska Polskiego",0
1719,"1",14,3,2_3,"","Gliwice","Mikołowska",0
4353,"1t",12,2,2_3,"","Dąbrowa Górnicza","Kasprzaka",0
6344,"1",46,3_3,2_3,"","Tychy","Metalowa",0
8492,"1",46,3,2_3,"","Tychy","Obywatelska",0
4780,"3",14,3,2_3,"","Gliwice","Leona Wyczółkowskiego",0
3473,"1",17,3,2_3,"","Katowice","Bohaterów Monte Cassino",0
3013,"2",14,3,2_3,"","Gliwice","Przyszowska",0
4567,"4",53,3,2_3_4,"","Świętochłowice","Katowicka",0
46,"1",52,3,2_3,"","Świerklaniec","Tarnogórska",0
6461,"1",24,3,2_3,"","Mikołów","Wojska Polskiego",0
5561,"1",14,3,2_3,"","Gliwice","Oriona",0
2222,"1",49,3,2,"","Zabrze","Sikorskiego",0
5507,"1",14,3,2,"","Gliwice","Robotnicza",0
4694,"2t",49,2,2_3,"","Zabrze","Wolności",0
7,"2",24,3,2,"","Mikołów","Gliwicka",0
9054,"1",49,3,2,"","Zabrze","Mickiewicza",0
6014,"1",,,6,"","<Żadna>","",0
4511,"2t",8,2,2_3,"","Chorzów","Katowicka",0
1739,"2",49,3,2,"","Zabrze","Kopalniana",0
262,"1",14,3,2_3,"","Gliwice","Rolników",0
1501,"1",14,3,1_3,"","Gliwice","Królewskiej Tamy ",0
8215,"2",32,3,2_3,"","Wilcza","Karola Miarki",0
5365,"2",17,3,2,"","Katowice","Radockiego",0
316,"1",34,3,2_3,"","Brzękowice Górne","Brzękowice Górne",0
4887,"1",17,3,2,"","Katowice","Śląska",0
2341,"2",2,3,1_3,"","Sączów","Sienkiewicza",0
4631,"2t",5,2,2_3,"","Bytom","Strzelców Bytomskich",0
6399,"1",46,3,2_3,"","Tychy","Cmentarna",0
6362,"1",46,3,2_3,"","Tychy","Oświęcimska",0
5526,"5",14,3,2,"","Gliwice","Rolników",0
3729,"1",60,3,2,"","Tarnowskie Góry","Grzybowa",0
9827,"31",5,3,2_7,"","Bytom","Strzelców Bytomskich",0
1537,"3",42,3,2,"","Siewierz","Kuźnica Warężyńska",0
3028,"1",5,3,2_3,"","Bytom","Krzyżowa",0
106,"1t",12,2,2_3,"","Dąbrowa Górnicza","Królowej Jadwigi",0
6335,"1",46,3_3,2_3,"","Tychy","Strzelecka",0
3504,"1",26,3,2,"","Mysłowice","Obrzeżna Zachodnia ",0
4374,"2t",6,2,2_3,"","Będzin","Aleja Hugona Kołłątaja",0
5132,"1t/tech",43,2,5,"","Sosnowiec","Łukasiewicza",0
5124,"1",11,3,2,"","Czerwionka-Leszczyny","Marii Konopnickiej",0
6466,"2",24,3,2_3,"","Mikołów","Nowy Świat",0
9816,"2",55,3,2_3,"","Łazy","Dąbrowska",0
1179,"2",21,3,2,"","Lędziny","Ułańska",0
1105,"1t",49,2,1_3,"","Zabrze","Bytomska",0
1492,"2t",6,2,2_3,"","Będzin","Małobądzka",0
6788,"17",83,3,2_3,"","Bojszowy","Pancerniaków",0
7981,"1",,,6,"","<Żadna>","",0
5749,"2",59,3,1,"","Krupski Młyn","Tarnogórska",0
1893,"2",43,3,2,"","Sosnowiec","Tuwima",0
494,"1",34,3,1,"","Dąbie","Dolna",0
6888,"2t",8,2,2,"","Chorzów","Wolności",0
3345,"1",12,3,2_3,"","Chorzów","Gospodarcza",0
6530,"2",24,3,2,"","Mikołów","Grudniowa",0
1686,"1",5,3,1_3,"","Bytom","Frenzla",0
2904,"1",31,3,2_3,"","Piekary Śląskie","Ziętka",0
8134,"2",46,3,1,"","Tychy","Rybna",0
9111,"1",8,3,2,"","Chorzów","Śląska",0
1993,"1",10,3,2_3,"","Czeladź","Borowa",0
2005,"1",43,3,2_3,"","Sosnowiec","Długa",0
6120,"1",46,3,2_3,"","Tychy","Mikołowska",0
111,"1",12,3,2,"","Dąbrowa Górnicza","Konstytucji",0
3178,"2",12,3,2,"","Dąbrowa Górnicza","Ujejska",0
3291,"2",38,3,2_3,"","Ruda Śląska","Górnośląska",0
4541,"2t",8,2,2_3,"","Chorzów","Aleja Bojowników o Wolność i Demokrację",0
3689,"1",17,3,2_3,"","Katowice","Obroki",0
3349,"1",12,3,2_3,"","Dąbrowa Górnicza","Armii Krajowej",0
5226,"1t",17,2,2_3,"","Katowice","Chorzowska",0
8831,"2",12,3,2,"","Dąbrowa Górnicza","Świętego Antoniego",0
5691,"1",14,3,2,"","Gliwice","Portowa",0
4160,"2",21,3,2,"","Lędziny","Podmiejska",0
801,"1",12,3,2_3_8,"","Dąbrowa Górnicza","aleja Zagłębia Dąbrowskiego",0
7888,"2",56,3,2,"","Tworóg","Szkolna",0
5421,"4t/Swie",8,2,2_3,"","Chorzów","Rynek",0
3052,"1",6,3,2_3,"","Będzin","Pokoju",0
4807,"2",26,3,2,"","Mysłowice","Franciszka Kościelniaka",0
2902,"3",42,3,2,"","Siewierz","Zagłębiowska",0
2494,"1",43,3,2,"","Sosnowiec","Mikołajczyka",0
7191,"2",26,3,2,"","Mysłowice","Marii Konopnickiej",0
6141,"02",46,3,2,"","Tychy","Mąkołowska",0
849,"2",,,6,"","<Żadna>","",0
3100,"1",12,3,2_3,"","Dąbrowa Górnicza","Ząbkowicka",0
6857,"1",46,3_3,2,"","Tychy","Towarowa",0
6387,"4",1,3,2_3,"","Bieruń","Oświęcimska",0
7882,"2",56,3,2,"","Tworóg","Powstańców Śląskich",0
1167,"1",21,3,2_3,"","Lędziny","Gwarków",0
3913,"6",14,3,2_3,"","Gliwice","Ignacego Daszyńskiego",0
5373,"4",12,3,2,"","Dąbrowa Górnicza","Leśna",0
8644,"1",18,3,1,"","Knurów","Walentego Rakoniewskiego",0
3384,"1",12,3,2_3,"","Dąbrowa Górnicza","Hallerczyków",0
7261,"1",17,3,2,"","Katowice","Storczyków",0
3817,"1",31,3,2_3,"","Piekary Śląskie","Konstytucji III Maja",0
1287,"1",43,3,2,"","Sosnowiec","Wopistów",0
2147,"2",14,3,2_3,"","Gliwice","Ignacego Daszyńskiego",0
8121,"2",17,3,2_3_4,"","Katowice","1 Maja",0
2187,"1",17,3,2_3,"","Katowice","Kijowska",0
6930,"5t/tech",17,2,3_4_5,"","Katowice","1 Maja",0
5011,"1",42,3,2_3,"","Wojkowice Kościelne","Piastowska",0
8559,"2",8,3,2,"","Chorzów","Hajducka",0
2036,"1",12,3,2_3,"","Dąbrowa Górnicza","11 Listopada",0
1770,"2",26,3,2,"","Mysłowice","Bronisława Pukowca",0
1772,"2",26,3,2_3,"","Mysłowice","Józefa Wybickiego",0
2652,"1",2,3,1,"","Siemonia","1 Maja",0
7602,"1",34,3,2_3,"","Psary","Akacjowa",0
6348,"1",46,3,2,"","Tychy","Strefowa",0
4100,"2",38,3,1_3,"","Ruda Śląska","Księdza Józefa Niedzieli",0
8231,"1B",17,3,2_3_4,"","Katowice","Sądowa",0
8284,"3",34,3,2,"","Dąbie","Pocztowa",0
3249,"2t",17,2,2_3,"","Katowice","Aleja Wojciecha Korfantego",0
5219,"1",,,6,"","<Żadna>","",0
7028,"2",39,,1,"","<Żadna>","",0
4473,"1t",17,2,2_3_4,"","Katowice","1 Maja",0
4849,"2",2,3,2_3,"","Sączów","Kościuszki",0
630,"2",14,3,1,"","Gliwice","Knurowska",0
5758,"1",56,3,2,"","Tworóg","Zamkowa",0
5813,"4",58,3,2,"","Wielowieś","Szafranka",0
995,"1",,,6,"","<Żadna>","",0
1251,"2",14,3,2_3,"","Gliwice","Toszecka",0
7338,"1",,,6,"","<Żadna>","",0
5149,"1",41,3,2_3,"","Siemianowice Śląskie","Niepodległości",0
3955,"1",11,3,2_3,"","Przegędza","Leszczyńska",0
1612,"1",14,3,2_3,"","Gliwice","Bojkowska",0
5131,"2t/tech",38,2,5,"","Ruda Śląska","Niedurnego",0
8518,"2t",17,2,2,"","Katowice","Aleja Wojciecha Korfantego",0
4039,"1",12,3,2_3,"","Dąbrowa Górnicza","aleja Zagłębia Dąbrowskiego",0
2797,"1",49,3,2_3,"","Zabrze","Struzika",0
9643,"31",17,3,2_7,"","Katowice","Bohaterów Monte Cassino",0
3228,"1",17,3,2_3,"","Katowice","Słoneczna",0
599,"2",12,3,2_3,"","Dąbrowa Górnicza","aleja Piłsudskiego",0
2985,"2",13,3,1_3,"","Przyszowice","Gliwicka",0
5859,"1",,,6,"","<Żadna>","",0
2717,"2",43,3,2_3,"","Sosnowiec","Stare Maczki",0
6481,"2",54,3,2_3,"","Łaziska Górne","Wyrska",0
340,"2",26,3,2,"","Mysłowice","Fabryczna",0
5735,"2",60,3,1,"","Tarnowskie Góry","Strzybnicka",0
2024,"1",14,3,2_3,"","Gliwice","Oriona",0
6685,"3",1,3,2_3,"","Bieruń","Krakowska",0
1822,"2",38,3,2_3,"","Ruda Śląska","Piotra Niedurnego",0
219,"2",43,3,2,"","Sosnowiec","Okulickiego",0
9072,"2",60,,2,"","Tarnowskie Góry","Repecka",0
1138,"2",38,3,2,"","Ruda Śląska","Piotra Skargi",0
2303,"1t",49,2,2,"","Zabrze","Wolności",0
3960,"2",11,3,2_3,"","Czerwionka-Leszczyny","Księdza Adolfa Pojdy",0
969,"2",,,6,"","<Żadna>","",0
1864,"1",45,3,1,"","Sławków","Groniec",0
5429,"2",12,3,1_3,"","Dąbrowa Górnicza","Rudy",0
3272,"1",32,3,2,"","Wilcza","Karola Miarki",0
3151,"1",2,3,2,"","Twardowice","Wolności",0
1243,"1",10,3,2_3,"","Czeladź","Katowicka",0
845,"2",,,6,"","<Żadna>","",0
3115,"2",49,3,2_3,"","Zabrze","Trocera",0
5084,"1",17,3,2,"","Katowice","Obroki",0
6943,"1",32,3,2_3,"","Nieborowice","Krywałdzka",0
92,"1",17,3,2_3,"","Katowice","Ułańska",0
6305,"1",46,3_3,2_3,"","Tychy","Towarowa",0
352,"2",31,3,2_3,"","Piekary Śląskie","Oświęcimska",0
2367,"2",43,3,2,"","Sosnowiec","Sucha",0
4420,"1t",43,2,2,"","Sosnowiec","Pastewna",0
2151,"2",14,3,2_3,"","Gliwice","Ignacego Daszyńskiego",0
8697,"2",46,3,2,"","Tychy","Cielmicka",0
223,"2",5,3,2_3,"","Bytom","Konstytucji",0
6060,"1",6,3,1,"","<Żadna>","",0
3857,"1",31,3,2,"","Piekary Śląskie","Podmiejska",0
4021,"2",23,3,2_3,"","Mierzęcice","21 Stycznia",0
4733,"1t",49,2,2_3,"","Zabrze","Tarnopolska",0
931,"2",,,6,"","<Żadna>","",0
4748,"1",14,3,2_3,"","Gliwice","Ignacego Daszyńskiego",0
6843,"1",29,3,2_3,"","Orzesze","Mikołowska",0
2296,"1t",41,2,2_3,"","Siemianowice Śląskie","plac Skargi",0
9113,"1",8,3,2_7,"","Chorzów","Powstańców",0
1677,"1",41,3,1_3,"","Siemianowice Śląskie","Maciejkowicka",0
1185,"2",45,3,2_3,"","Sławków","Hrubieszowska",0
1252,"2",51,3,1,"","Zbrosławice","Tarnogórska",0
2021,"2",14,3,2_3,"","Gliwice","Perseusza",0
4476,"1",17,3,2_3,"","Katowice","1 Maja",0
4453,"1",,,6,"","<Żadna>","",0
2165,"3",43,3,2_3,"","Sosnowiec","Leśna",0
3549,"2",43,3,2_3,"","Sosnowiec","Kalinowa",0
5717,"1",14,3,2_3,"","Gliwice","Gustawa Eiffela",0
2746,"2",14,3,2_3,"","Gliwice","Kozielska",0
3984,"1",26,3,2,"","Mysłowice","Mikołowska",0
4874,"1",41,3,1,"","Siemianowice Śląskie","Zwycięstwa",0
4391,"1",6,3,2_3,"","Będzin","Małobądzka",0
3481,"2",53,3,2,"","Świętochłowice","Śląska",0
3894,"1",30,3,2_3,"","Ożarowice","Główna",0
5072,"1",17,3,2_3,"","Katowice","Alpejska",0
6328,"1",46,3_3,2_3,"","Tychy","Generała Sikorskiego",0
3555,"11/Stol",5,3,2_3_4_8,"","Bytom","Plac Wolskiego",0
3917,"2",5,3,1,"","Bytom","Celna",0
7976,"2",,,6,"","<Żadna>","",0
6660,"2",48,3,2,"","Gostyń","Pszczyńska",0
450,"2",55,3,2_3,"","Łazy","Adama Mickiewicza",0
2750,"2",14,3,2_3,"","Gliwice","Łabędzka",0
1357,"1",38,3,2_3,"","Ruda Śląska","Radoszowska",0
3010,"4/Kop",14,3,2,"","Gliwice","Mechaników",0
6870,"2t",5,2,2,"","Bytom","Łagiewnicka",0
2837,"2",12,3,2,"","Dąbrowa Górnicza","Strzemieszycka",0
6601,"1",29,3,2,"","Orzesze","Żorska",0
2364,"1t",43,2,2_3,"","Sosnowiec","Będzińska",0
5265,"1",43,3,2_3,"","Sosnowiec","Jedności",0
9733,"32",51,,2,"","<Żadna>","",0
3533,"2",38,3,2_3,"","Ruda Śląska","Księdza Ludwika Tunkla",0
10057,"3",6,3,2_3,"","Będzin","Józefa Piłsudskiego",0
6485,"2",54,3,2_3,"","Łaziska Górne","św. Barbary",0
6584,"2",28,3,2_3,"","Ornontowice","Bujanowska",0
1659,"3",42,3,1,"","Podwarpie","Marcinków",0
4809,"2",26,3,2_3,"","Mysłowice","Franciszka Kościelniaka",0
5442,"1",17,3,2,"","Katowice","Murckowska",0
3952,"2",11,3,2_3,"","Stanowice","Wyzwolenia",0
5842,"1",58,3,2,"","Wielowieś","Szkolna",0
6498,"1",54,3,2_3,"","Łaziska Górne","Dworcowa",0
7950,"1",51,3,1,"","Zbrosławice","Główna",0
6293,"1",46,3_3,2_3,"","Tychy","Aleja Piłsudskiego",0
9408,"32",8,,2,"","Chorzów","Plac Św. Jana",0
5581,"5",17,3,2_3,"","Katowice","Gliwicka",0
2963,"1",17,3,2_3,"","Katowice","Obrońców Westerplatte",0
3798,"1",22,3,2_3,"","Miasteczko Śląskie","Śląska",0
5388,"1",43,3,2_3,"","Sosnowiec","Kleeberga",0
2635,"1t",43,2,2_3,"","Sosnowiec","Narutowicza",0
5200,"1",,,6,"","<Żadna>","",0
2359,"1t",43,2,2_3,"","Sosnowiec","Nowopogońska",0
8233,"1",46,3,2_3,"","Tychy","Dzwonkowa",0
6222,"2",46,3_3,2,"","Tychy","Harcerska",0
908,"1",,,6,"","<Żadna>","",0
6276,"2",46,3_3,2_3,"","Tychy","Aleja Piłsudskiego",0
7114,"4",10,3,2_3,"","Czeladź","Szpitalna",0
812,"3",12,3,2_4,"","Dąbrowa Górnicza","Prusa",0
422,"2",7,3,2_3,"","Chełm Śląski","Górnośląska",0
5666,"1",55,3,2,"","Łazy","Dworcowa",0
1207,"2t",49,2,2,"","Zabrze","3 Maja",0
2140,"1",52,3,1_3,"","Świerklaniec","Ostrożnica",0
3487,"2t",53,2,2_4,"","Świętochłowice","Śląska",0
3355,"2",12,3,2_3,"","Dąbrowa Górnicza","Armii Krajowej",0
1471,"1",49,3,2_3,"","Zabrze","Franciszkańska",0
1796,"1",17,3,1_3,"","Katowice","Bielska",0
5179,"2",48,3,2,"","Wyry","Pszczyńska",0
5463,"1",6,3,1,"","Będzin","Kręta",0
4380,"1t",6,2,2,"","Będzin","Czeladzka",0
6173,"1",46,3_3,2_3,"","Tychy","Budowlanych",0
9756,"2",18,3,2,"","Knurów","26 Stycznia",0
2825,"1",12,3,1_3,"","Dąbrowa Górnicza","Składowa",0
8122,"5/tech",17,3,4_5,"","Katowice","1 Maja",0
1175,"2",21,3,2_3,"","Lędziny","Lędzińska",0
325,"2",26,3,2,"","Mysłowice","Nowochrzanowska",0
369,"1",17,3,2_3,"","Katowice","Korczaka",0
1244,"2",10,3,2_3,"","Czeladź","Katowicka",0
9610,"02",17,3,2,"","Katowice","Owsiana",0
2416,"2",34,3,1_3,"","Preczów","Dębowa",0
73,"2",47,3,2,"","Wojkowice","Piaski",0
6569,"2",24,3,2,"","Mikołów","Mokierska",0
2002,"2",43,3,2,"","Sosnowiec","Długa",0
6634,"2",29,3,2_3,"","Orzesze","Żorska",0
3361,"1",12,3,2,"","Dąbrowa Górnicza","aleja Zwycięstwa",0
6908,"1t",43,2,2_3_4,"","Sosnowiec","3 Maja",0
7145,"22",83,3,1,"","Bojszowy","Bojszowska",0
638,"2",43,3,2_3,"","Sosnowiec","11 Listopada",0
57,"1",14,3,2,"","Gliwice","Józefa Elsnera",0
6712,"6",1,3,2_3,"","Bieruń","Warszawska ",0
2685,"2",21,3,2,"","Lędziny","Ułańska",0
7360,"1",12,3,2_3,"","Dąbrowa Górnicza","Droga 790",0
4070,"2",6,3,2,"","Będzin","Adama Mickiewicza",0
4298,"2t",53,2,2_3,"","Świętochłowice","Bytomska",0
4376,"1",6,3,2_3,"","Będzin","Gzichowska",0
3375,"2",12,3,2_3,"","Dąbrowa Górnicza","aleja Zwycięstwa",0
6297,"1",46,3,2,"","Tychy","Armii Krajowej",0
3920,"1",23,3,2,"","Mierzęcice","Leśna",0
6413,"2",46,3,2,"","Tychy","Jaroszowicka",0
3775,"1",18,3,2_3,"","Knurów","26 Stycznia",0
3614,"1",14,3,2_3,"","Gliwice","Juliusza Słowackiego",0
4529,"2t",17,2,2_3,"","Katowice","Gliwicka",0
9680,"01",17,3,2,"","Katowice","Korczaka",0
1293,"2",43,3,2_3,"","Sosnowiec","Główna",0
5255,"1",17,3,1,"","Katowice","Le Ronda",0
5322,"1",17,3,2_3,"","Katowice","Strzelców Bytomskich",0
1294,"3",43,3,2_3,"","Sosnowiec","Kościuszkowców",0
1527,"1",42,3,1,"","Siewierz","Warszawska",0
1797,"1",17,3,2_3,"","Katowice","Goetla",0
1631,"2",43,3,2,"","Sosnowiec","Krakowska",0
3501,"1t",49,2,2_3,"","<Żadna>","",0
2115,"1",31,3,2,"","Piekary Śląskie","Akacjowa",0
1400,"2",12,3,2_3,"","Dąbrowa Górnicza","Sobieskiego",0
1221,"1",26,3,2,"","Mysłowice","Janowska",0
4804,"1",26,3,2_3,"","Mysłowice","Franciszka Kościelniaka",0
1181,"2",21,3,2,"","Lędziny","Fredry",0
7122,"1",26,3,2,"","Mysłowice","Polskiego Czerwonego Krzyża",0
4714,"2t",49,2,2_3,"","Zabrze","Wolności",0
1701,"2",5,3,2_3,"","Bytom","Stolarzowicka",0
1905,"1",52,3,2_3,"","Świerklaniec","Lasowicka",0
3981,"2",12,3,2_3,"","Dąbrowa Górnicza","Grynia",0
5594,"2",38,3,2_3,"","Ruda Śląska","Kłodnicka",0
1033,"2",6,3,1,"","Będzin","Boleradz",0
1371,"1",38,3,2_3,"","Ruda Śląska","Kochłowicka",0
5974,"2",58,3,2,"","Wielowieś","Szkolna",0
5566,"1",5,,1,"","Bytom","Konstytucji",0
7463,"3",,,6,"","<Żadna>","",0
1590,"2",17,3,2_3_4,"","Katowice","Piotrowicka",0
5096,"1",30,3,1,"","Ożarowice","Wolności",0
1403,"2",14,3,2_3,"","Gliwice","Pszczyńska",0
789,"1",34,3,2_3,"","Preczów","Polna",0
5437,"1",8,3,2_3,"","Chorzów","Floriańska",0
6917,"2",,,6,"","<Żadna>","",0
2731,"1",8,3,2_3,"","Chorzów","Stabika",0
3054,"3",6,3,2_3,"","Będzin","Dąbrowska",0
3598,"2/StTa",60,3,2_3_8,"","Tarnowskie Góry","Pokoju",0
2850,"3",12,3,2,"","Dąbrowa Górnicza","Rudna",0
4553,"2t",17,2,2_3,"","Katowice","Tadeusza Kościuszki",0
2230,"2",53,3,2_3,"","Świętochłowice","Korfantego",0
6520,"2",24,3,2_3,"","Mikołów","Grudniowa",0
3338,"3",12,3,2_3,"","Dąbrowa Górnicza","Rudy",0
706,"1",49,3,2_3,"","Zabrze","Franciszkańska",0
6068,"1",36,3,2,"","Pyskowice","Piaskowa",0
6431,"1",24,3,2,"","Mikołów","Plebiscytowa",0
186,"2",49,3,1,"","Zabrze","Pod Borem",0
1660,"4",42,3,1,"","Podwarpie","Marcinków",0
5068,"1",12,3,2_3,"","Dąbrowa Górnicza","Letnia",0
3974,"1",17,3,2,"","Katowice","Ligocka",0
2962,"2",17,3,2_3,"","Katowice","Bednorza",0
6587,"2",,,6,"","<Żadna>","",0
1643,"2",49,3,1,"","Zabrze","Makoszowska",0
488,"1",34,3,1,"","Dąbie Chrobakowe","Dąbie Chrobakowe",0
2067,"2",49,3,2,"","Zabrze","Korczoka",0
518,"1",17,3,2_3,"","Katowice","Aleja Roździeńskiego",0
2210,"1",60,3,2_3,"","Tarnowskie Góry","Kazimierza Wielkiego",0
6610,"2",29,3,2_3,"","Orzesze","Mikołowska",0
6248,"1",46,3,2_3,"","Tychy","Żorska",0
4710,"1",49,3,2_3,"","Zabrze","Wolności",0
8768,"1",36,3,2,"","Pyskowice","Nad Kanałem",0
6869,"2t",8,2,2,"","Chorzów","Armii Krajowej",0
7072,"3",49,3,2,"","Zabrze","Młodzieżowa",0
5354,"2",30,3,2_3,"","Ożarowice","Główna",0
4397,"1t",43,2,2,"","Sosnowiec","Baczyńskiego",0
6512,"1",54,3,2_3,"","Łaziska Górne","Werkowskie Rondo",0
6105,"1",8,3,2,"","Chorzów","DTŚ",0
116,"1",18,3,2_3,"","Knurów","Niepodległości",0
6509,"2",54,3,2_3,"","Łaziska Górne","Cieszyńska",0
5908,"2",57,3,2_3,"","Toszek","Wiejska",0
8478,"2t",43,2,2_3,"","Sosnowiec","Białostocka",0
5104,"1",12,3,2,"","Dąbrowa Górnicza","Zakawie",0
3871,"1",30,3,2,"","Ożarowice","Tarnogórska",0
2491,"2",8,3,2,"","Chorzów","Styczyńskiego",0
45,"4/TGóry",52,3,2_3_4,"","Świerklaniec","Parkowa",0
5234,"1",17,3,2_3,"","Katowice","Aleja Roździeńskiego",0
3173,"1",12,3,2_3,"","Dąbrowa Górnicza","Ujejska",0
5152,"2",41,3,2_3_4,"","Siemianowice Śląskie","Śląska",0
9744,"1",17,3,2,"","Katowice","Kopernika",0
277,"1",51,3,2,"","Zbrosławice","Bytomska",0
6075,"1",6,,1,"","Będzin","Kijowska",0
2823,"1",12,3,2,"","Dąbrowa Górnicza","Strzemieszycka",0
2618,"2",34,3,2,"","Sarnów","Wiejska",0
2273,"3",17,3,2_3,"","Katowice","Armii Krajowej",0
1196,"1",22,3,2_3,"","Miasteczko Śląskie","Hutnicza",0
6651,"2",48,3,2,"","Wyry","Rybnicka",0
2469,"1",34,3,2,"","Psary","Szkolna",0
5689,"5",34,3,2,"","Psary","Graniczna",0
1141,"1",38,3,2_3,"","Ruda Śląska","Kłodnicka",0
5276,"2",49,3,2_3,"","Zabrze","Wolności",0
1374,"2",38,3,2_3,"","Ruda Śląska","Księdza Ludwika Tunkla",0
1823,"2t",38,2,2,"","Ruda Śląska","Niedurnego",0
6667,"1",48,3,2,"","Wyry","Rybnicka",0
5218,"1",,,6,"","<Żadna>","",0
418,"2t",38,2,2_3,"","Ruda Śląska","Zabrzańska",0
2630,"2",43,3,2_3,"","Sosnowiec","Kombajnistów",0
2932,"1",14,3,2_3,"","Gliwice","Myśliwska",0
6766,"15",83,3,2_3,"","Bojszowy","Gaikowa",0
245,"1",2,3,2_3,"","Bobrowniki","Sienkiewicza",0
996,"2",,,6,"","<Żadna>","",0
7393,"1",,,6,"","<Żadna>","",0
2245,"1",10,3,2_3,"","Czeladź","Władysława Sikorskiego",0
6545,"1",24,3,2,"","Mikołów","Dzieńdziela",0
3782,"2",60,3,2,"","Tarnowskie Góry","Kościelna",0
5731,"1",60,3,2_3,"","Tarnowskie Góry","Starowapienna",0
3258,"2",51,3,2,"","Zbrosławice","Dworcowa",0
4317,"1t",17,,2,"","Katowice","Wiosny Ludów",0
6321,"1",46,3,2,"","Tychy","Cielmicka",0
8232,"2",46,3,2_3,"","Tychy","Dzwonkowa",0
1345,"2",38,3,2_3,"","Ruda Śląska","Wyzwolenia",0
3075,"1",6,3,1,"","Będzin","Odkrywkowa",0
4534,"1t",17,2,2_3,"","Katowice","Gliwicka",0
5102,"2",30,3,2_3,"","Ożarowice","Dworcowa",0
5095,"1",17,3,2_3,"","Katowice","Panewnicka",0
8881,"05",1,3,2,"","Bieruń","Ekonomiczna",0
7280,"2",17,3,2,"","Katowice","Kosmiczna",0
