stop_id,stop_code_add,community_ids,stop_vehicle_type_ids,stop_attribute_ids,stop_long_name,city,street,voice_message_code
552,"1",31,3,2_3,"","Piekary Śląskie","Przyjaźni",0
3733,"1",60,3,2_3,"","Tarnowskie Góry","Śniadeckiego",0
3220,"2",26,3,2_3,"","Mysłowice","Jana Dzierżona",0
1663,"1",12,3,2_3,"","Dąbrowa Górnicza","Marianki",0
837,"1",,,6,"","<Żadna>","",0
8560,"1",8,3,2,"","Chorzów","Hajducka",0
791,"1",15,3,2,"","Imielin","Nowozachęty",0
6195,"1",46,3,2_3,"","Tychy","Narcyzów",0
3051,"2",6,3,1_3,"","Będzin","Energetyczna",0
2333,"1",2,3,2,"","Siemonia","Wolności",0
100,"2",49,3,2_3,"","Zabrze","Aleja Korfantego",0
4327,"2t",43,2,2_3,"","Sosnowiec","Sobieskiego",0
5554,"1",6,3,2_3,"","Będzin","Józefa Cieszkowskiego",0
2193,"2",17,3,2_3,"","Katowice","Panewnicka",0
3846,"2",30,3,2_3,"","Ożarowice","Wolności",0
5978,"2",58,3,1,"","Wielowieś","Szkolna",0
2116,"2",31,3,2_3,"","Piekary Śląskie","Akacjowa",0
4026,"2",23,3,2,"","Mierzęcice","Targowa",0
6406,"2",46,3,2,"","Tychy","Długa",0
2350,"1",42,3,2,"","Podwarpie","Marcinków",0
6913,"2",,,6,"","<Żadna>","",0
3093,"1",7,3,2_3,"","Chełm Śląski","Chełmska",0
1218,"2",26,3,2_3,"","Mysłowice","Mieczysława Jastruna",0
5385,"3",43,3,2,"","Sosnowiec","Wiejska",0
1129,"1",38,3,2_3_4,"","Ruda Śląska","1 Maja",0
1929,"1",17,3,2_3,"","Katowice","Gen. Waltera Jankego",0
1348,"2",38,3,2_3,"","Ruda Śląska","Księdza Ludwika Tunkla",0
1680,"1",41,3,1_3,"","Siemianowice Śląskie","Tarnogórska",0
4014,"2",23,3,1,"","Mierzęcice","Wolności",0
1737,"2",49,3,2_3,"","Zabrze","11 Listopada",0
263,"2",14,3,2,"","Gliwice","Rolników",0
1741,"1t",49,2,2,"","Zabrze","Tarnopolska",0
2391,"2",43,3,2_3,"","Sosnowiec","Wileńska",0
7133,"2",17,3,1_3,"","Katowice","Aleja Roździeńskiego",0
4345,"1t",43,2,2_3,"","Sosnowiec","1 Maja",0
2718,"1",43,3,2_3,"","Sosnowiec","Stare Maczki",0
4062,"2",6,3,1_3,"","Będzin","Adama Asnyka",0
5705,"1",14,3,2,"","Gliwice","Pszczyńska",0
1949,"2/Łos",12,3,2,"","Dąbrowa Górnicza","Łaskowa",0
2328,"2",17,3,2_3,"","Katowice","Uniczowska",0
970,"1",,,6,"","<Żadna>","",0
3536,"2",41,3,2_3,"","Siemianowice Śląskie","Powstańców",0
5431,"1",12,3,2,"","Dąbrowa Górnicza","Żołnierska",0
1477,"1",31,3,2_3,"","Piekary Śląskie","Tarnogórska",0
1892,"1",43,3,2,"","Sosnowiec","Tuwima",0
8133,"1",13,3,1,"","Paniówki","Zabrska",0
2805,"1",34,3,2_3,"","Strzyżowice","1 Maja",0
561,"2t",43,2,2_3,"","Sosnowiec","Andersa",0
4912,"1",17,3,2_3,"","Katowice","Morawa",0
3192,"1",15,3,2,"","Imielin","Nowozachęty",0
3569,"2",60,3,2_3_4,"","Tarnowskie Góry","Bytomska",0
3340,"2",36,3,2_3_4,"","Pyskowice","Plac Wyszyńskiego",0
7170,"1A",17,3,2_3_4,"","Katowice","Sądowa",0
1264,"1",5,,2,"","<Żadna>","",0
3239,"2",17,3,2,"","Katowice","Józefowska",0
6807,"16",83,3,1_3,"","Bojszowy","Barwna",0
5015,"1",42,3,2,"","Siewierz","Młyńska",0
4944,"1",42,3,1_3,"","Siewierz","Graniczna",0
2338,"2t",43,2,2_3,"","Sosnowiec","3 Maja",0
3839,"2",30,3,2_3,"","Ożarowice","Świerczewskiego",0
3879,"1",30,3,2,"","Ożarowice","Przysieki",0
6214,"2",46,3_3,2_3,"","Tychy","Nowa",0
6192,"02",46,3,2,"","Tychy","Powstańców",0
5338,"1",26,3,1_3,"","Mysłowice","Laryska",0
2316,"2",12,3,2_3,"","Dąbrowa Górnicza","Broniewskiego",0
7935,"1",51,3,1,"","Zbrosławice","Pyskowicka",0
1933,"1",14,3,1_3,"","Gliwice","Rybnicka",0
2931,"2",12,3,2_3,"","Dąbrowa Górnicza","Legionów Polskich",0
1046,"2",6,3,2_3,"","Będzin","Norberta Barlickiego",0
10024,"1",6,3,2,"","Będzin","Czeslawa Miłosza",0
2493,"2",14,3,2_3,"","Gliwice","Tarnogórska",0
3197,"2",6,3,1,"","Będzin","Krakowska",0
4701,"2t",14,2,2_3,"","Gliwice","Chorzowska",0
374,"1",38,3,2_3,"","Ruda Śląska","Górnośląska",0
187,"1",49,3,1,"","Zabrze","Pod Borem",0
7370,"2",41,3,1,"","Siemianowice Śląskie","Fabryczna",0
4047,"1",17,3,2_3,"","Katowice","1 Maja",0
1947,"2",12,3,2,"","Dąbrowa Górnicza","Białej Przemszy",0
6504,"3",54,3,2_3_4,"","Łaziska Górne","Orzeska",0
4942,"1",42,3,1_3,"","Siewierz","Zagłębiowska",0
6781,"20",83,3,1,"","Bojszowy","Bojszowska",0
8707,"1",46,3_3,2_3,"","Tychy","Żorska",0
3211,"1",26,3,2,"","Mysłowice","Laryska",0
143,"2",8,3,2_3,"","Chorzów","Batorego",0
6090,"3",43,3,2,"","Sosnowiec","Inwestycyjna",0
8194,"2",49,3,2_3,"","Zabrze","Goduli",0
4340,"2t",43,2,2_3,"","Sosnowiec","Staszica",0
6153,"02",46,3,2,"","Tychy","Dołowa",0
8365,"3/tech",17,3,5,"","Katowice","Kwiatkowskiego",0
5963,"1",58,3,2,"","Wielowieś","Pocztowa",0
6119,"2",46,3,2_3,"","Tychy","Mikołowska",0
2535,"1",37,3,2_3_4,"","Radzionków","Kużaja",0
816,"1",12,3,2_3,"","Dąbrowa Górnicza","11 Listopada",0
1607,"1",31,3,2_3,"","Piekary Śląskie","Bytomska",0
12,"1",24,3,2_3,"","Mikołów","Gliwicka",0
1802,"2",17,3,1,"","Katowice","Tartaczna",0
6336,"2",46,3,2_3,"","Tychy","ks. Szojdy",0
1771,"1",26,3,2,"","Mysłowice","Józefa Wybickiego",0
3943,"1",11,3,2_3,"","Czerwionka-Leszczyny","Furgoła",0
7081,"1",49,,1,"","<Żadna>","",0
4141,"1",36,3,1,"","Pyskowice","Polna",0
3296,"2",38,3,2_3,"","Ruda Śląska","Wyzwolenia",0
174,"2",38,3,2_3,"","Ruda Śląska","Edmunda Kokota",0
4426,"1t",43,2,2,"","Sosnowiec","Makuszyńskiego",0
4917,"1",24,3,2_3,"","Mikołów","Gliwicka",0
1180,"1",21,3,2,"","Lędziny","Fredry",0
2810,"2",34,3,2,"","Strzyżowice","Szosowa",0
5198,"1",41,3,1,"","Siemianowice Śląskie","Budowlana",0
7887,"2",56,3,2,"","Tworóg","Kaletańska",0
7195,"3/tech",26,3,2,"","Mysłowice","Wiosny Ludów",0
1123,"1",38,3,2_3,"","Ruda Śląska","Solidarności",0
4458,"3t",17,2,2,"","Katowice","Wiosny Ludów",0
2252,"2",10,3,2_3_4,"","Czeladź","Nowopogońska",0
1476,"1",52,3,1,"","Świerklaniec","Bytomska",0
2120,"2",31,3,2,"","Piekary Śląskie","Kasztanowa",0
5941,"2",58,3,2,"","Wielowieś","DW 901",0
8709,"01",46,3,2,"","Tychy","Skowronków",0
9856,"02",26,3,1,"","Mysłowice","Szabelnia",0
6204,"2",46,3,2,"","Tychy","Borowa",0
3875,"1",30,3,2,"","Ożarowice","Oparowa",0
773,"2/Kato",49,3,2_3,"","Zabrze","Goethego",0
7169,"2A",17,3,2_3_4,"","Katowice","Goeppert-Mayer",0
4693,"1t",49,2,2_3,"","Zabrze","Wolności",0
5862,"1",51,3,2,"","Zbrosławice","Długa",0
2693,"1",14,,2,"","<Żadna>","",0
2551,"5/BYTO",49,3,2_3,"","Zabrze","Ofiar Katynia",0
4594,"2",5,3,2_3,"","Bytom","Świętochłowicka",0
2429,"1",41,3,2,"","Siemianowice Śląskie","Wiejska",0
2197,"1",17,3,2_3,"","Katowice","Krucza",0
1835,"2",38,3,2_3,"","Ruda Śląska","Czarnoleśna",0
5387,"2",43,3,2_3,"","Sosnowiec","Hubala-Dobrzańskiego",0
6428,"1",24,3,2_3,"","Mikołów","Dzieńdziela",0
4729,"1t",49,2,2,"","Zabrze","Mikulczycka",0
2374,"1",14,3,2_3,"","Gliwice","Tarnogórska",0
6349,"2",46,3,2_3,"","Tychy","Serdeczna",0
8549,"2t",6,2,2,"","Będzin","Gzichowska",0
489,"2",34,3,1_3,"","Dąbie Chrobakowe","Dąbie Chrobakowe",0
4491,"2t",41,2,2,"","Siemianowice Śląskie","Katowicka",0
6697,"3",1,3,2_3,"","Bieruń","Turystyczna",0
6239,"2",46,3,2_3,"","Tychy","Edukacji",0
915,"1",,,6,"","<Żadna>","",0
3147,"1",2,3,1,"","Twardowice","Wolności",0
7282,"4t",5,2,2_4,"","Bytom","Plac Sikorskiego",0
5878,"1",60,3,2,"","Tarnowskie Góry","droga wewnętrzna",0
5550,"1",47,3,2,"","Wojkowice","Spokojna",0
9108,"2",8,3,2,"","Chorzów","Strzelców Bytomskich",0
125,"1",8,3,2_3,"","Chorzów","Szpitalna",0
1420,"1",7,3,2_3,"","Chełm Śląski","Chełmska",0
9738,"02",17,3,2,"","Katowice","Skłodowskiej-Curie",0
8415,"2",21,3,2_3,"","Lędziny","Lipowa",0
5055,"1",,,6,"","Chorzów","Szymały",0
49,"2",52,3,1,"","Świerklaniec","Parkowa",0
1042,"2",6,3,2_3,"","Będzin","Norberta Barlickiego",0
1906,"1",52,3,2_3,"","Świerklaniec","Lasowicka",0
4608,"2t",5,2,2_3,"","Bytom","Chorzowska",0
7153,"2",30,3,2,"","Ożarowice","Kolejowa",0
251,"1",17,3,2_3,"","Katowice","Markiefki",0
5826,"1",57,3,2_3,"","Toszek","Tarnogórska",0
2040,"1",12,3,2,"","Dąbrowa Górnicza","Grynia",0
3678,"2",14,3,2_3,"","Gliwice","Chorzowska",0
5430,"1",12,3,1,"","Dąbrowa Górnicza","Rudy",0
6346,"2",46,3_3,2_3,"","Tychy","Strefowa",0
2445,"1",13,3,2_3,"","Przyszowice","Gliwicka",0
3058,"2",6,3,2_3,"","Będzin","Dąbrowska",0
1015,"2",,,6,"","<Żadna>","",0
4485,"2t",17,2,2_3,"","Katowice","Warszawska",0
1084,"2",5,3,2,"","Bytom","Żołnierska",0
6588,"1",28,3,2_3,"","Ornontowice","Bujanowska",0
5618,"2",30,3,1_3,"","Ożarowice","Tarnogórska",0
7960,"2",56,3,1,"","Tworóg","Bytomska",0
2200,"2",17,3,2_3,"","Katowice","Panewnicka",0
455,"1",10,3,2,"","Czeladź","Wojkowicka",0
6282,"2",46,3,2,"","Tychy","Rybna",0
7093,"1",8,3,2,"","Chorzów","Kluczborska",0
3994,"9",1,3,2_3,"","Bieruń","Warszawska ",0
5161,"1",28,3,2,"","Ornontowice","Zwycięstwa",0
4878,"1",43,3,2_3,"","Sosnowiec","3 Maja",0
6367,"1",46,3,2,"","Tychy","Rymarska",0
6768,"20",83,3,2_3,"","Bojszowy","Ruchu Oporu",0
6532,"1",24,3,2,"","Mikołów","Łączna",0
5584,"1",36,3,1,"","Pyskowice","Czechowicka",0
1733,"1",49,3,2_3,"","Zabrze","Gogolińska",0
2681,"2",21,3,2_3,"","Lędziny","Ułańska",0
3215,"1",26,3,2,"","Mysłowice","Murckowska ",0
3611,"1",14,3,2,"","Gliwice","Łużycka",0
2537,"1",37,3,1_3,"","Radzionków","Nałkowskiej",0
2986,"1",41,3,2_3,"","Siemianowice Śląskie","Michałkowicka",0
196,"1t",49,2,2,"","Zabrze","Bytomska",0
5789,"2",56,3,2,"","Tworóg","Wiejska",0
7418,"1",13,3,1,"","Przyszowice","Graniczna",0
3135,"2",12,3,2_3,"","Dąbrowa Górnicza","Idzikowskiego",0
8227,"2",32,3,1,"","Pilchowice","Gliwicka",0
3806,"1",22,3,2,"","Miasteczko Śląskie","Łokietka",0
526,"1",17,3,2,"","Katowice","Le Ronda",0
7382,"2/Sos",14,3,2_3_4,"","Gliwice","Na piasku",0
2413,"1",41,3,2_3,"","Siemianowice Śląskie","Powstańców",0
5651,"1",5,3,2,"","Bytom","Zabrzańska",0
6117,"1",,,6,"","<Żadna>","",0
8005,"2",56,3,2,"","Tworóg","Szkolna",0
2008,"1",14,3,2_3,"","Gliwice","Generała Władysława Andersa",0
3835,"2",30,3,2_3,"","<Żadna>","",0
3550,"2",43,3,2_3_4,"","Sosnowiec","Mościckiego",0
3558,"14/Gliw",5,3,2_3_4_8,"","Bytom","Plac Wolskiego",0
2695,"1",14,3,2_3,"","Gliwice","Świętego Michała",0
2161,"1",43,3,2_3,"","Sosnowiec","Maczkowska",0
1691,"4",5,3,2,"","Bytom","Frenzla",0
6730,"3",86,3,2,"","Żory","Mikołowska",0
132,"1",8,3,2_3_4,"","Chorzów","Armii Krajowej",0
5718,"2",14,3,2,"","Gliwice","Alberta Einsteina ",0
1358,"2",38,3,2_3,"","Ruda Śląska","Radoszowska",0
5317,"1",12,3,1,"","Dąbrowa Górnicza","Konopnickiej",0
7883,"2",56,3,2,"","Tworóg","Wiejska",0
2144,"2t",43,2,2_3,"","Sosnowiec","1 Maja",0
4965,"1",42,3,2,"","Tuliszów","Widokowa",0
7945,"1",51,3,2,"","<Żadna>","",0
2068,"1",31,3,2_3,"","Piekary Śląskie","Skłodowskiej",0
4911,"2",17,3,2,"","Katowice","Morawa",0
2046,"1",12,3,2_3,"","Dąbrowa Górnicza","Ludowa",0
3371,"2",12,3,2_3,"","Dąbrowa Górnicza","Kusocińskiego",0
1619,"1",8,3,2_3,"","Chorzów","Glówna",0
8647,"2t",43,2,2,"","Sosnowiec","Braci Mieroszewskich",0
164,"1",38,3,2,"","Ruda Śląska","Edmunda Kokota",2222
5980,"2",58,3,2,"","Wielowieś","Szkolna",0
101,"1",6,3,2_3,"","Będzin","Aleja Hugona Kołłątaja",0
6392,"1",46,3,2_3,"","Tychy","Samochodowa",0
1745,"1t",43,2,2,"","Sosnowiec","Baczyńskiego",0
8842,"1",12,3,2,"","Dąbrowa Górnicza","Zawidzkiej",0
1604,"1t",53,2,2_3,"","Świętochłowice","Barlickiego",0
4872,"1",14,3,2_3,"","Gliwice","Leonarda Da Vinci",0
4122,"2",12,3,1_3,"","Dąbrowa Górnicza","Strzemieszycka",0
9971,"32",14,3,2_7,"","Gliwice","Strzelców Bytomskich",0
5034,"2",6,3,1,"","Będzin","Wolności",0
8793,"02",17,3,2,"","Katowice","Radockiego",0
5180,"1",48,3,2,"","Wyry","Pszczyńska",0
1014,"1",,,6,"","<Żadna>","",0
1064,"2",34,3,1,"","Góra Siewierska","Chopina",0
8097,"4",10,3,2,"","Czeladź","Będzińska",0
4323,"1t",43,2,2_3,"","Sosnowiec","Sobieskiego",0
3213,"3",26,3,2,"","Mysłowice","3 Maja",0
3409,"1",43,3,2_3,"","Sosnowiec","Braci Mieroszewskich",0
7180,"1",36,3,1,"","Pyskowice","Jaśkowicka",0
5454,"1",17,3,2,"","Katowice","Porcelanowa",0
4716,"2t",49,2,2_3,"","Zabrze","Brysza",0
7904,"1",,,6,"","<Żadna>","",0
6997,"2",36,3,2,"","Pyskowice","Mickiewicza",0
6027,"1",44,3,2,"","Sośnicowice","Gliwicka",0
2050,"1",5,3,2_3,"","Bytom","Szymały",0
6593,"1",29,3,2_3,"","Orzesze","Rybnicka",0
6138,"01",46,3,2,"","Tychy","Drozdów",0
5819,"2",58,3,1,"","Wielowieś","Wiejska",0
6817,"2",35,3,2,"","Pszczyna","Bieruńska",0
3095,"2",12,3,2,"","Dąbrowa Górnicza","Łaskowa",0
1555,"1",21,3,2_3,"","Lędziny","Paderewskiego",0
6277,"2",46,3,2_3,"","Tychy","Edukacji",0
1099,"1",47,3,1_3,"","Wojkowice","Głowackiego",0
9732,"31",51,,2,"","<Żadna>","",0
6905,"1",43,3,2_3,"","Sosnowiec","Baczyńskiego",0
5229,"2",12,3,2_3,"","Dąbrowa Górnicza","Spacerowa",0
6255,"1",46,3_3,2_3,"","Tychy","Aleja Piłsudskiego",0
1289,"1",43,3,2_3,"","Sosnowiec","Główna",0
5711,"2",32,3,1,"","Pilchowice","Dworcowa",0
6012,"1",51,3,2,"","Zbrosławice","Mickiewicza",0
2411,"1",41,3,2_3,"","Siemianowice Śląskie","Mysłowicka",0
402,"1",17,3,2_3,"","Katowice","Francuska",0
6830,"1",35,3,2_3,"","Pszczyna","Żubrów",0
4289,"1t",53,2,2,"","Świętochłowice","Barlickiego",0
2592,"1",43,3,2_3_4,"","Sosnowiec","Grota-Roweckiego",0
200,"2",49,3,1,"","Zabrze","Kasprowicza",0
8575,"4",43,3,2,"","Sosnowiec","Główna",0
3808,"1",49,3,1,"","Zabrze","Ofiar Katynia",0
8612,"1",17,3,2,"","Katowice","Żurawia",0
6513,"1",54,3,2,"","Łaziska Górne","Cieszyńska",0
4618,"2",5,3,2,"","Bytom","Chorzowska",0
5901,"2",57,3,2,"","Toszek","Sarnowska",0
5612,"1",12,3,2,"","Dąbrowa Górnicza","Łaskowa",0
5370,"2",17,3,2_3,"","Katowice","Konduktorska",0
2358,"1",43,3,2_3,"","Sosnowiec","Orla",0
4846,"1",2,3,2,"","Sączów","Kościuszki",0
4537,"1t",8,2,2_3,"","<Żadna>","",0
404,"2",30,3,2_3,"","Ożarowice","Męczenników",0
7397,"2",,,6,"","<Żadna>","",0
6636,"2",29,3,2,"","Orzesze","Żorska",0
8239,"5",17,3,2_3,"","Katowice","Armii Krajowej",0
3297,"1",38,3,2_3,"","Ruda Śląska","Odrodzenia",0
4347,"1t",43,2,2_3,"","Sosnowiec","Małachowskiego",0
7957,"2",51,3,2,"","Zbrosławice","Tarnogórska",0
4968,"1",42,3,1_3,"","<Żadna>","",0
3416,"4",43,3,2_3_4,"","Sosnowiec","Braci Mieroszewskich",0
6112,"2",46,3_3,2_3,"","Tychy","Dmowskiego",0
3986,"1",17,3,2_3,"","Katowice","Kolista",0
4522,"1",17,3,2,"","Katowice","Gliwicka",0
4365,"2",12,3,2_3,"","Dąbrowa Górnicza","Sobieskiego",0
948,"2",,,6,"","<Żadna>","",0
871,"1",,,6,"","<Żadna>","",0
3127,"1",5,3,2_3,"","Bytom","Wrocławska",0
8412,"2",34,3,1,"","Strzyżowice","Szosowa",0
9071,"2",60,3,2,"","Tarnowskie Góry","Staszica",0
466,"1",14,3,2_3,"","Gliwice","Toszecka",0
6745,"2",81,3,2_3,"","Oświęcim","Aleksandra Orłowskiego",0
617,"2",2,3,2_3,"","Dobieszowice","Mickiewicza",0
9099,"2",56,3,1,"Tworóg Tworóg nż","Tworóg","Kotowska",0
2649,"2",2,3,1,"","Siemonia","Kościuszki",0
1575,"1",12,3,1,"","Dąbrowa Górnicza","Letnia",0
3021,"1",14,3,2_3,"","Gliwice","Wolności",0
5358,"1",12,3,2,"","Dąbrowa Górnicza","Spacerowa",0
5257,"2",10,3,2_3_4,"","Czeladź","Szpitalna",0
458,"2",26,3,2_3,"","Mysłowice","Mikołowska",0
1085,"1",5,3,2_3,"","Bytom","Żołnierska",0
3546,"2t",43,2,2_3_4,"","Sosnowiec","3 Maja",0
7973,"1",8,3,2_3,"","Chorzów","Racławicka",0
545,"2",31,3,1,"","Piekary Śląskie","Sadowskiego",0
4621,"2t",5,2,2_3,"","Bytom","Wrocławska",0
4075,"2",12,3,2,"","Dąbrowa Górnicza","11 Listopada",0
4513,"2t",17,2,2_3_4,"","Katowice","Chorzowska",0
3396,"1",43,3,2_3,"","Sosnowiec","Dmowskiego",0
5793,"1",56,3,2,"","Tworóg","Wiejska",0
2188,"2",17,3,2_3,"","Katowice","Kijowska",0
2748,"2",14,3,2_3,"","Gliwice","Kozielska",0
69,"2",47,3,2_3,"","Wojkowice","Jana III Sobieskiego",0
4109,"1",23,3,2,"","Mierzęcice","21 Stycznia",0
290,"2",17,3,2_3,"","Katowice","Rolna",0
5483,"1",17,3,2,"","Katowice","Wilczewskiego",0
7101,"1",17,3,1,"","Katowice","Słonecznikowa",0
573,"2",43,3,2,"","Sosnowiec","Niwecka",0
8515,"29/tech",14,3,3_5,"","Gliwice","Składowa",0
3431,"2",8,3,2_3,"","Chorzów","Maciejkowicka",0
4400,"2",43,3,2,"","Sosnowiec","Baczyńskiego",0
2284,"2",8,3,2_3,"","Chorzów","Plac Św. Jana",0
7869,"1",46,3,2,"","Tychy","Oświęcimska",0
6776,"4",84,3,2_3,"","Wola","Pszczyńska",0
4724,"2t",49,2,2_3,"","Zabrze","3 Maja",0
2485,"1",49,3,2_3,"","Zabrze","Pyki",0
6568,"2",24,3,2,"","Mikołów","Mokierska",0
1792,"1",17,3,2,"","Katowice","Kołodzieja",0
1483,"1",31,3,1_3,"","Piekary Śląskie","Brynicka",0
3545,"2",43,3,2_3_4,"","Sosnowiec","3 Maja",0
2715,"2",41,3,2_3,"","Siemianowice Śląskie","Kapicy",0
8384,"1",49,3,2_3,"","Zabrze","Handlowa",0
287,"2",46,3,2_3,"","Tychy","Katowicka",0
5344,"2",34,3,1,"","Góra Siewierska","Chopina",0
3388,"1",18,3,2,"","Knurów","Rybnicka",0
3797,"2",22,3,1,"","Miasteczko Śląskie","Woźnicka",0
2653,"2",2,3,1,"","Siemonia","1 Maja",0
623,"1",51,3,2,"","Zbrosławice","Wolności",0
2780,"2",5,3,1,"","Bytom","Suchogórska",0
4366,"2t",12,2,2_3,"","Dąbrowa Górnicza","Sobieskiego",0
1821,"1t",38,2,2,"","Ruda Śląska","Niedurnego",0
3123,"1",12,3,2,"","Dąbrowa Górnicza","Modrzewiowa",0
648,"2",43,3,1_3,"","Sosnowiec","Kombajnistów",0
3736,"2",51,3,2,"","Zbrosławice","Dworcowa",0
2006,"1",60,3,2_3,"","Tarnowskie Góry","Opolska",0
8463,"1",49,3,2_3,"","Zabrze","Handlowa",0
3793,"1",60,3,2,"","Tarnowskie Góry","Edukacji Narodowej",0
5876,"1",60,3,2,"","Tarnowskie Góry","droga prywatna",0
8648,"1",49,3,2,"","Zabrze","Przy Ujęciu",0
3226,"2",17,3,2_3,"","Katowice","Ściegiennego",0
5384,"3",43,3,2,"","Sosnowiec","Wiejska",0
4361,"1t",12,2,2,"","Dąbrowa Górnicza","aleja Piłsudskiego",0
3636,"1",10,3,2_3,"","Czeladź","1 Maja",0
6522,"1",24,3,2_3,"","Mikołów","Grudniowa",0
3204,"1",14,3,2_3,"","Gliwice","Świętojańska",0
7157,"2",60,3,2_3,"","Tarnowskie Góry","Czarnohucka",0
4969,"1",42,3,2_3,"","Wojkowice Kościelne","Piastowska",0
420,"2",,,6,"","<Żadna>","",0
6474,"1",54,3,2_3,"","Łaziska Górne","Zwycięstwa",0
1144,"2",38,3,2,"","Ruda Śląska","Halembska",0
4092,"1",43,3,2_3,"","Sosnowiec","Sokolska",0
6256,"2",46,3_3,2_3,"","Tychy","Aleja Piłsudskiego",0
5697,"2",53,3,2,"","Świętochłowice","Sikorskiego",0
4658,"1t",5,2,2_3,"","Bytom","Zabrzańska",0
496,"1",34,3,2_3,"","Dąbie","Kościelna",0
3447,"2",21,3,2,"","Lędziny","Zakole",0
6615,"1",29,3,2,"","Orzesze","Batorego",0
3642,"1",10,3,2_3,"","Czeladź","Wojkowicka",0
5515,"1",14,3,2_3,"","Gliwice","Kilińskiego",0
1682,"2",41,3,2,"","Siemianowice Śląskie","Bytomska",0
9009,"1t",53,2,2_3,"","<Żadna>","",0
759,"1",38,3,2_3,"","Ruda Śląska","Joanny",0
2205,"1",47,3,2_3_4,"","Wojkowice","Plaka",0
2317,"3",12,,2,"","Dąbrowa Górnicza","Karsowska",0
1453,"1t",6,2,2_3,"","Będzin","Aleja Hugona Kołłątaja",0
1309,"1",43,3,2_3,"","Chorzów","Hubala-Dobrzańskiego",0
5253,"1",17,3,2_3,"","Katowice","Mikołowska",0
2590,"1",43,3,2_3,"","Sosnowiec","Gospodarcza",0
1063,"1",34,3,1,"","Góra Siewierska","Chopina",0
8376,"2",49,3,2,"","Zabrze","Szczecińska",0
6401,"2",46,3,2_3,"","Tychy","Beskidzka/DK86",0
4344,"2t",43,2,2_3,"","Sosnowiec","Narutowicza",0
6733,"1",86,3,2,"","Żory","Dworcowa",0
375,"1",38,3,2_3,"","Ruda Śląska","Gwarecka",0
2184,"2",17,3,2_3,"","Katowice","Panewnicka",0
4820,"1",6,3,1,"","Będzin","Odkrywkowa",0
3647,"2",43,3,2_3,"","Sosnowiec","Kościuszkowców",0
1130,"2",38,3,2_3_4,"","Ruda Śląska","1 Maja",0
571,"1",43,3,2,"","Sosnowiec","Niwecka",0
4494,"2",17,3,2_3,"","Katowice","Telewizyjna",0
3914,"2",14,3,2_3,"","Gliwice","Jana III Sobieskiego",0
5806,"3",58,3,2,"","Wielowieś","Młyńska",0
6598,"2",54,3,2_3,"","Łaziska Górne","Brada",0
3590,"1",51,3,2,"","Zbrosławice","Wolności",0
6076,"2",8,3,2,"","Chorzów","Kluczborska",0
8105,"2",46,3,2_3,"","Tychy","Generała Grota-Roweckiego",0
852,"2",,,6,"","<Żadna>","",0
279,"3",51,3,2,"","Zbrosławice","Gliwicka",0
1101,"1",41,3,1_3,"","Siemianowice Śląskie","Głowackiego",0
1811,"1",2,3,2,"","Myszkowice","Wolności",0
661,"3",5,3,2_3,"","Bytom","Gombrowicza",0
6458,"1",24,3,2_3,"","Mikołów","Rybnicka",0
1372,"2",38,3,2_3,"","Ruda Śląska","Kochłowicka",0
6831,"2",35,3,2_3,"","Pszczyna","Żubrów",0
879,"1",,,6,"","<Żadna>","",0
6482,"2",54,3,2_3,"","Łaziska Górne","Wyrska",0
4595,"2t",5,2,2_3,"","Bytom","Świętochłowicka",0
10009,"1",6,3,2_3,"","Będzin","Pokoju",0
8795,"30/tech.",30,3,5,"","Ożarowice","Sportowa",0
7948,"2",51,3,2,"","Zbrosławice","Pyskowicka",0
6448,"2",24,3,2_3,"","Mikołów","Krakowska",0
5195,"2",41,3,1,"","Siemianowice Śląskie","Chemiczna",0
7285,"1",49,3,2_3,"","Zabrze","Matejki",0
44,"1/Piek",52,3,2_3_4,"","Świerklaniec","Parkowa",0
4156,"2",36,3,2,"","Pyskowice","Traugutta",0
8040,"1",49,3,2,"","Zabrze","Aleja Jana Pawła II",0
6201,"2",46,3,2,"","Tychy","Stoczniowców 70",0
5682,"5/wy",31,3,2_4,"","Piekary Śląskie","Jana Pawła II",0
3761,"1",14,3,2_3,"","Gliwice","Adama Opla",0
8226,"1",32,3,1_3,"","Pilchowice","Gliwicka",0
2867,"3",12,3,2,"","<Żadna>","",0
2560,"1t",6,2,2_3,"","Będzin","Małobądzka",0
3109,"2",12,3,2_3,"","Dąbrowa Górnicza","Łaskowa",0
2096,"2",12,3,2_3,"","Dąbrowa Górnicza","Topolowa",0
6506,"1",54,3,2_3,"","Łaziska Górne","Górnicza",0
3499,"2",14,3,2_3,"","Gliwice","Zygmunta Starego",0
3020,"2",14,3,2_3,"","Gliwice","Strzelców Bytomskich",0
433,"2",5,3,2_3,"","Bytom","Chrobrego",0
1574,"2",10,3,2_3,"","Czeladź","Legionów",0
4295,"2",53,3,2,"","Świętochłowice","Łagiewnicka",0
6502,"2",54,3,2_3,"","Łaziska Górne","Ogrodowa",0
248,"2",17,3,2_3,"","Katowice","Leopolda",0
7108,"1",,,6,"","<Żadna>","",0
3679,"2t",14,2,2,"","Gliwice","Chorzowska",0
2085,"3",5,3,2_4,"","Bytom","Łokietka",0
3309,"1",42,3,2_3,"","Wojkowice Kościelne","Dąbrowska",0
